ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	ledger1_disposition	replacement_owner
"MVDM-HOST-ZERO1-000050"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|323"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"323"	"read_gnode"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000051"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|346"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"346"	"read_gnode32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000052"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|370"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"370"	"GetDescriptorData"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef i386 | #else | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000053"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|428"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"428"	"GetInfoFromSelector"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef i386 | #endif | #ifdef i386 | #endif | #ifdef i386 | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000054"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|528"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"528"	"SkipToNextWhiteSpace"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000055"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|544"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"544"	"GetNextToken"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000056"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/bdeutil.c|0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b|561"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"561"	"ParseIntelAddress"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000057"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|34"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"34"	"Unassemble"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000058"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1396"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1396"	"AppendString"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000059"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1402"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1402"	"ExtraString"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000060"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1414"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1414"	"unassemble_one"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000061"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1497"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1497"	"safe_read_byte"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000062"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1518"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1518"	"safe_read_short"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000063"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1538"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1538"	"safe_read_long"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000064"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1559"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1559"	"Dreg1B"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000065"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1568"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1568"	"Dreg1W"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000066"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1580"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1580"	"Dreg2B"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000067"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1589"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1589"	"Dreg2W"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000068"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1601"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1601"	"DmodrmB"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000069"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1658"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1658"	"DmodrmW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000070"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1728"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1728"	"DisplayAddress"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000071"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1837"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1837"	"DALreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000072"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1844"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1844"	"DAHreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000073"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1851"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1851"	"DBLreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000074"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1858"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1858"	"DBHreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000075"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1865"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1865"	"DCLreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000076"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1872"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1872"	"DCHreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000077"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1879"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1879"	"DDLreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000078"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1886"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1886"	"DDHreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000079"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1893"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1893"	"DAXreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000080"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1903"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1903"	"DBXreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000081"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1913"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1913"	"DCXreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000082"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1923"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1923"	"DDXreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000083"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1933"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1933"	"DBPreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000084"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1943"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1943"	"DSPreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000085"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1953"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1953"	"DSIreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000086"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1963"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1963"	"DDIreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000087"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1973"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1973"	"DCSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000088"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1980"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1980"	"DDSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000089"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1987"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1987"	"DSSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000090"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|1994"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1994"	"DESreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000091"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2001"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2001"	"DFSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000092"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2008"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2008"	"DGSreg"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000093"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2015"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2015"	"DImmB"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000094"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2023"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2023"	"DImmBEnter"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000095"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2031"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2031"	"DImmBS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000096"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2041"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2041"	"DImmW"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000097"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2058"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2058"	"DImmW1"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-000098"	"bde/"	"O:\repos.external\OpenNT\base\mvdm|bde/disasm.c|8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417|2066"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"2066"	"DjmpB"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
