"interface_id"	"parent_interface_id"	"row_kind"	"caller"	"declaration_evidence"	"required_interface"	"abi_layout"	"owner"	"availability"	"recovery_disposition"	"failure_contract"	"successor"	"focused_evidence"
"MVDM-DECL-00072"	""	"textual-declaration-candidate"	""	"dos/dem/dem.h:127"	"apfnSVC"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00072"
"MVDM-DECL-00073"	""	"textual-declaration-candidate"	""	"dos/dem/dem.h:128"	"pszDefaultDOSDirectory"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00073"
"MVDM-DECL-00074"	""	"textual-declaration-candidate"	""	"dos/dem/dem.h:129"	"nDrives"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00074"
"MVDM-DECL-00075"	""	"textual-declaration-candidate"	""	"dos/dem/dem.h:130"	"pusCurrentPDB"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00075"
"MVDM-DECL-00076"	""	"textual-declaration-candidate"	""	"dos/dem/dem.h:131"	"pExtendedError"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00076"
"MVDM-DECL-00077"	""	"textual-declaration-candidate"	""	"dos/dem/dem.h:136"	"demDebugBuffer"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00077"
"MVDM-DECL-00078"	""	"textual-declaration-candidate"	""	"dos/dem/dem.h:256"	"cmdPipeFileDataEOF"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00078"
"MVDM-DECL-00079"	""	"textual-declaration-candidate"	""	"dos/dem/dem.h:257"	"cmdPipeFileEOF"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00079"
"MVDM-DECL-00080"	""	"textual-declaration-candidate"	""	"dos/dem/demdasd.h:298"	"demBDS"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00080"
"MVDM-DECL-00081"	""	"textual-declaration-candidate"	""	"dos/dem/demdasd.h:299"	"NumberOfFdisk"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00081"
"MVDM-DECL-00082"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:93"	"CurrentPSPSelector"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00082"
"MVDM-DECL-00083"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:98"	"LDT_SIZE"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00083"
"MVDM-DECL-00084"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:104"	"Index"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00084"
"MVDM-DECL-00085"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:110"	"LockedPMStackSel"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00085"
"MVDM-DECL-00086"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:111"	"LockedPMStackCount"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00086"
"MVDM-DECL-00087"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:112"	"PMLockOrigEIP"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00087"
"MVDM-DECL-00088"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:113"	"PMLockOrigSS"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00088"
"MVDM-DECL-00089"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:114"	"PMLockOrigESP"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00089"
"MVDM-DECL-00090"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:116"	"DosxFaultHandlerIret"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00090"
"MVDM-DECL-00091"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:117"	"DosxFaultHandlerIretd"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00091"
"MVDM-DECL-00092"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:118"	"DosxIntHandlerIret"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00092"
"MVDM-DECL-00093"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:119"	"DosxIntHandlerIretd"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00093"
"MVDM-DECL-00094"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:121"	"DosxIret"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00094"
"MVDM-DECL-00095"	""	"textual-declaration-candidate"	""	"dpmi32/dpmi32p.h:122"	"DosxIretd"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00095"
"MVDM-DECL-00096"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:87"	"force_yoda"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00096"
"MVDM-DECL-00097"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:88"	"DisableEmulatorIretHooks"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00097"
"MVDM-DECL-00098"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:89"	"EnableEmulatorIretHooks"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00098"
"MVDM-DECL-00099"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:122"	"SmallXlatBuffer"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00099"
"MVDM-DECL-00100"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:123"	"LargeXlatBuffer"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00100"
"MVDM-DECL-00101"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:124"	"SmallBufferInUse"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00101"
"MVDM-DECL-00102"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:125"	"LargeBufferInUseCount"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00102"
"MVDM-DECL-00103"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:130"	"DosxStackSegment"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00103"
"MVDM-DECL-00104"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:135"	"DosxRmCodeSegment"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00104"
"MVDM-DECL-00105"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:140"	"DosxRmCodeSelector"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00105"
"MVDM-DECL-00106"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:145"	"DosxStackFramePointer"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00106"
"MVDM-DECL-00107"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:150"	"DosxStackFrameSize"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00107"
"MVDM-DECL-00108"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:155"	"DosxPmDataSelector"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00108"
"MVDM-DECL-00109"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:161"	"DosxSegmentToSelector"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00109"
"MVDM-DECL-00110"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:166"	"CurrentAppFlags"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00110"
"MVDM-DECL-00111"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:171"	"RmBopFe"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00111"
"MVDM-DECL-00112"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:176"	"DosxDtaBuffer"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00112"
"MVDM-DECL-00113"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:189"	"CurrentDta"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00113"
"MVDM-DECL-00114"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:190"	"CurrentPmDtaAddress"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00114"
"MVDM-DECL-00115"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:191"	"CurrentDosDta"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00115"
"MVDM-DECL-00116"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:192"	"CurrentDtaSelector"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00116"
"MVDM-DECL-00117"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:193"	"CurrentDtaOffset"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00117"
"MVDM-DECL-00118"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:194"	"CurrentPspSelector"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00118"
"MVDM-DECL-00119"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:197"	"LDT_SIZE"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00119"
"MVDM-DECL-00120"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:200"	"IntelBase"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00120"
"MVDM-DECL-00121"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:204"	"GetCXRegister"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00121"
"MVDM-DECL-00122"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:205"	"GetDXRegister"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00122"
"MVDM-DECL-00123"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:206"	"GetDIRegister"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00123"
"MVDM-DECL-00124"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:207"	"GetSIRegister"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00124"
"MVDM-DECL-00125"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:208"	"GetBXRegister"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00125"
"MVDM-DECL-00126"	""	"textual-declaration-candidate"	""	"dpmi32/dpmidata.h:209"	"GetAXRegister"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00126"
