signature_gate_id	one_ledger1_identity	caller_physical_identity	callee_spelling	selected_definition_identity	selected_definition_path	source_class	planning_disposition	proposed_owner	next_action
"MVDM-HOST-ONE1-SIGNATURE-000254"	"MVDM-HOST-ONE1-005695"	"MVDM-HOST-ONE1-RESOLUTION-005391"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000255"	"MVDM-HOST-ONE1-005701"	"MVDM-HOST-ONE1-RESOLUTION-005397"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000256"	"MVDM-HOST-ONE1-005720"	"MVDM-HOST-ONE1-RESOLUTION-005415"	"ResumeTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|938|ResumeTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000257"	"MVDM-HOST-ONE1-005728"	"MVDM-HOST-ONE1-RESOLUTION-005422"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000258"	"MVDM-HOST-ONE1-005740"	"MVDM-HOST-ONE1-RESOLUTION-005434"	"ResumeTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|938|ResumeTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000259"	"MVDM-HOST-ONE1-005745"	"MVDM-HOST-ONE1-RESOLUTION-005438"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000260"	"MVDM-HOST-ONE1-005753"	"MVDM-HOST-ONE1-RESOLUTION-005446"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000261"	"MVDM-HOST-ONE1-005754"	"MVDM-HOST-ONE1-RESOLUTION-005447"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000262"	"MVDM-HOST-ONE1-005759"	"MVDM-HOST-ONE1-RESOLUTION-005452"	"RegisterWowExec"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|1014|RegisterWowExec"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000263"	"MVDM-HOST-ONE1-005776"	"MVDM-HOST-ONE1-RESOLUTION-005469"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000264"	"MVDM-HOST-ONE1-005779"	"MVDM-HOST-ONE1-RESOLUTION-005472"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000265"	"MVDM-HOST-ONE1-005802"	"MVDM-HOST-ONE1-RESOLUTION-005495"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000266"	"MVDM-HOST-ONE1-005807"	"MVDM-HOST-ONE1-RESOLUTION-005500"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000267"	"MVDM-HOST-ONE1-005808"	"MVDM-HOST-ONE1-RESOLUTION-005501"	"ResumeTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|938|ResumeTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000268"	"MVDM-HOST-ONE1-005813"	"MVDM-HOST-ONE1-RESOLUTION-005506"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000269"	"MVDM-HOST-ONE1-005821"	"MVDM-HOST-ONE1-RESOLUTION-005514"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000271"	"MVDM-HOST-ONE1-005835"	"MVDM-HOST-ONE1-RESOLUTION-005528"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000272"	"MVDM-HOST-ONE1-005842"	"MVDM-HOST-ONE1-RESOLUTION-005535"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000273"	"MVDM-HOST-ONE1-005864"	"MVDM-HOST-ONE1-RESOLUTION-005557"	"DeleteFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|219|DeleteFileOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000274"	"MVDM-HOST-ONE1-005865"	"MVDM-HOST-ONE1-RESOLUTION-005558"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000275"	"MVDM-HOST-ONE1-005866"	"MVDM-HOST-ONE1-RESOLUTION-005559"	"GetFullPathNameOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|494|GetFullPathNameOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000276"	"MVDM-HOST-ONE1-005867"	"MVDM-HOST-ONE1-RESOLUTION-005560"	"GetTempFileNameOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|295|GetTempFileNameOem"	"base/mvdm/oemuni/process.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000277"	"MVDM-HOST-ONE1-005868"	"MVDM-HOST-ONE1-RESOLUTION-005561"	"MoveFileExOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|316|MoveFileExOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000278"	"MVDM-HOST-ONE1-005869"	"MVDM-HOST-ONE1-RESOLUTION-005562"	"DeleteFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|219|DeleteFileOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000279"	"MVDM-HOST-ONE1-005870"	"MVDM-HOST-ONE1-RESOLUTION-005563"	"MoveFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|256|MoveFileOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000280"	"MVDM-HOST-ONE1-005871"	"MVDM-HOST-ONE1-RESOLUTION-005564"	"DeleteFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|219|DeleteFileOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000281"	"MVDM-HOST-ONE1-005872"	"MVDM-HOST-ONE1-RESOLUTION-005565"	"RemoveFontResourceOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|1108|RemoveFontResourceOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000282"	"MVDM-HOST-ONE1-005874"	"MVDM-HOST-ONE1-RESOLUTION-005567"	"DeleteFileOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|219|DeleteFileOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000283"	"MVDM-HOST-ONE1-005905"	"MVDM-HOST-ONE1-RESOLUTION-005598"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000284"	"MVDM-HOST-ONE1-005906"	"MVDM-HOST-ONE1-RESOLUTION-005599"	"SetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|141|SetFileAttributesOem"	"base/mvdm/oemuni/file.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000285"	"MVDM-HOST-ONE1-005942"	"MVDM-HOST-ONE1-RESOLUTION-005635"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000286"	"MVDM-HOST-ONE1-005944"	"MVDM-HOST-ONE1-RESOLUTION-005637"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000287"	"MVDM-HOST-ONE1-006500"	"MVDM-HOST-ONE1-RESOLUTION-006193"	"RegisterWowBaseHandlers"	"O:\repos.external\OpenNT|base/win32/client/gmem.c|4c75fe3f2c010d5af3e9ce4b7af4991020831ef2a8fd30bbd4b4b5af4c925d09|31|RegisterWowBaseHandlers"	"base/win32/client/gmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000288"	"MVDM-HOST-ONE1-006507"	"MVDM-HOST-ONE1-RESOLUTION-006200"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000289"	"MVDM-HOST-ONE1-006511"	"MVDM-HOST-ONE1-RESOLUTION-006204"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000290"	"MVDM-HOST-ONE1-006530"	"MVDM-HOST-ONE1-RESOLUTION-006223"	"RegisterWowBaseHandlers"	"O:\repos.external\OpenNT|base/win32/client/gmem.c|4c75fe3f2c010d5af3e9ce4b7af4991020831ef2a8fd30bbd4b4b5af4c925d09|31|RegisterWowBaseHandlers"	"base/win32/client/gmem.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000294"	"MVDM-HOST-ONE1-006583"	"MVDM-HOST-ONE1-RESOLUTION-006272"	"CsrIdentifyAlertableThread"	"O:\repos.external\OpenNT|base/ntdll/csrtask.c|09c3b70eb6878e6b56a62a813fe0b06a7bd707ed2ba15137f175c5318739828b|51|CsrIdentifyAlertableThread"	"base/ntdll/csrtask.c"	"ntdll-csr-boundary"	"non-invasive hard boundary"	"adapter-mvdm-host-out/monitor"	"record source contract only; do not import NTDLL CSR transport"
"MVDM-HOST-ONE1-SIGNATURE-000296"	"MVDM-HOST-ONE1-006595"	"MVDM-HOST-ONE1-RESOLUTION-006284"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000299"	"MVDM-HOST-ONE1-006638"	"MVDM-HOST-ONE1-RESOLUTION-006323"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000300"	"MVDM-HOST-ONE1-006647"	"MVDM-HOST-ONE1-RESOLUTION-006332"	"GetFaxDataMapName"	"O:\repos.external\OpenNT|base/mvdm/inc/wowfax.h|97c6c40dc2d0565a21dc1be4112fe24f138b10ddbb55fbd29e55da972a2a2c84|284|GetFaxDataMapName"	"base/mvdm/inc/wowfax.h"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000301"	"MVDM-HOST-ONE1-006943"	"MVDM-HOST-ONE1-RESOLUTION-006628"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000302"	"MVDM-HOST-ONE1-006945"	"MVDM-HOST-ONE1-RESOLUTION-006630"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000308"	"MVDM-HOST-ONE1-007678"	"MVDM-HOST-ONE1-RESOLUTION-007359"	"SAInitialize"	"O:\repos.external\OpenNT|base/mvdm/suballoc/suballoc.c|b06496e16d551f2bbac37d896b61857c6569eda8c98fb3d26dbf574e594148e0|36|SAInitialize"	"base/mvdm/suballoc/suballoc.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000309"	"MVDM-HOST-ONE1-007679"	"MVDM-HOST-ONE1-RESOLUTION-007360"	"SAInitialize"	"O:\repos.external\OpenNT|base/mvdm/suballoc/suballoc.c|b06496e16d551f2bbac37d896b61857c6569eda8c98fb3d26dbf574e594148e0|36|SAInitialize"	"base/mvdm/suballoc/suballoc.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000310"	"MVDM-HOST-ONE1-007684"	"MVDM-HOST-ONE1-RESOLUTION-007365"	"sas_overwrite_memory"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_aorc.c|7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061|858|sas_overwrite_memory"	"base/mvdm/softpc.new/host/src/nt_aorc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
