record_id	source_path	owner_package	review_cluster	profile_class	source_line	candidate_kind	symbol	source_excerpt	review_requirement	x86_x64_disposition
T310-S8-P4-ABI-000101	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	559	function-pointer-indirect-call	GetDXRegister	FcbAddress += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000102	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	628	function-pointer-indirect-call	GetDXRegister	FcbAddress += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000103	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	690	function-pointer-indirect-call	SetBXRegister	(*SetBXRegister)((ULONG)getBX());	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000104	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	777	function-pointer-indirect-call	GetDIRegister	Fcb += (*GetDIRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000105	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	789	function-pointer-indirect-call	GetSIRegister	String += (*GetSIRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000106	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1053	function-pointer-indirect-call	SetBXRegister	(*SetBXRegister)((ULONG)getBX());	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000107	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1090	function-pointer-indirect-call	SetBXRegister	(*SetBXRegister)((ULONG)getBX());	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000108	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1134	function-pointer-indirect-call	GetDXRegister	Country += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000109	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1231	function-pointer-indirect-call	GetCXRegister	TotalBytesToRead = (*GetCXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000110	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1239	function-pointer-indirect-call	GetDXRegister	ReadWriteData += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000111	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1288	function-pointer-indirect-call	SetAXRegister	(*SetAXRegister)(BytesRead);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000112	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1417	function-pointer-indirect-call	GetSIRegister	DirInfo += (*GetSIRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000113	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1609	function-pointer-indirect-call	GetDXRegister	BufferedString = DpmiMapString(getDS(), (*GetDXRegister)(), &Length);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000114	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	1640	function-pointer-indirect-call	GetBXRegister	CommandTail += (*GetBXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000115	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2038	function-pointer-indirect-call	GetDXRegister	SourceString = DpmiMapString(getDS(), (*GetDXRegister)(), &SourceLength);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000116	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2039	function-pointer-indirect-call	GetDIRegister	DestinationString = DpmiMapString(getES(), (*GetDIRegister)(), &DestinationLength);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000117	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2092	function-pointer-indirect-call	GetDXRegister	String += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000118	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2263	function-pointer-indirect-call	GetSIRegister	Data16 += (*GetSIRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000119	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2273	function-pointer-indirect-call	GetDIRegister	Data128 += (*GetDIRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000120	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2365	function-pointer-indirect-call	SetSIRegister	(*SetSIRegister)((ULONG)getSI());	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000121	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2438	function-pointer-indirect-call	GetDIRegister	Country += (*GetDIRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000122	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2484	function-pointer-indirect-call	GetSIRegister	BufferedString = DpmiMapString(getDS(), (*GetSIRegister)(), &Length);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000123	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2560	function-pointer-indirect-call	GetDXRegister	Data += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000124	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2687	function-pointer-indirect-call	GetDXRegister	Data += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000125	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2815	function-pointer-indirect-call	GetDXRegister	ParameterBlock += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000126	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2938	function-pointer-indirect-call	GetDXRegister	Data += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000127	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	2990	function-pointer-indirect-call	GetDXRegister	Data += (*GetDXRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000128	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	3043	function-pointer-indirect-call	GetSIRegister	Data += (*GetSIRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000129	src/mvdm-host/dpmi32/int21map.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	3095	function-pointer-indirect-call	GetDIRegister	Data += (*GetDIRegister)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000130	src/mvdm-host/dpmi32/modesw.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	49	architecture-conditional	-	#if defined(i386)	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000131	src/mvdm-host/dpmi32/modesw.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	68	architecture-conditional	-	#ifndef i386	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000132	src/mvdm-host/dpmi32/modesw.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	97	architecture-conditional	-	#if defined(i386)	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000133	src/mvdm-host/dpmi32/modesw.c	dpmi32	MVDM-DPMI32-OWNER-PACKAGE	unselected-owner-package-source	114	architecture-conditional	-	#ifndef i386	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000134	src/mvdm-host/fax/wowfax/wowfax.c	fax	MVDM-FAX-OWNER-PACKAGE	unselected-owner-package-source	434	pointer-to-fixed-width-conversion	-	(LONG) *pvOut = pso->lDelta;	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000135	src/mvdm-host/fax/wowfax/wowfaxdd.h	fax	MVDM-FAX-OWNER-PACKAGE	unselected-owner-package-source	36	function-pointer-declaration-or-slot	PFNFW	typedef HWND (*PFNFW)(LPTSTR, LPTSTR, UINT);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000136	src/mvdm-host/fax/wowfax/wowfaxdd.h	fax	MVDM-FAX-OWNER-PACKAGE	unselected-owner-package-source	36	function-pointer-indirect-call	PFNFW	typedef HWND (*PFNFW)(LPTSTR, LPTSTR, UINT);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000137	src/mvdm-host/fax/wowfax/wowfaxdd.h	fax	MVDM-FAX-OWNER-PACKAGE	unselected-owner-package-source	37	function-pointer-declaration-or-slot	PFNSM	typedef LRESULT (*PFNSM)(HWND, UINT, WPARAM, LPARAM);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000138	src/mvdm-host/fax/wowfax/wowfaxdd.h	fax	MVDM-FAX-OWNER-PACKAGE	unselected-owner-package-source	37	function-pointer-indirect-call	PFNSM	typedef LRESULT (*PFNSM)(HWND, UINT, WPARAM, LPARAM);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000139	src/mvdm-host/fax/wowfax/wowfaxdd.h	fax	MVDM-FAX-OWNER-PACKAGE	unselected-owner-package-source	38	function-pointer-declaration-or-slot	PFNSNM	typedef LRESULT (*PFNSNM)(HWND, UINT, WPARAM, LPARAM);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000140	src/mvdm-host/fax/wowfax/wowfaxdd.h	fax	MVDM-FAX-OWNER-PACKAGE	unselected-owner-package-source	38	function-pointer-indirect-call	PFNSNM	typedef LRESULT (*PFNSNM)(HWND, UINT, WPARAM, LPARAM);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000141	src/mvdm-host/ieuvddex/help.c	ieuvddex	MVDM-IEUVDDEX-OWNER-PACKAGE	unselected-owner-package-source	60	function-pointer-indirect-call	Print	(*Print)("sel <selector number> [number of selectors]\n");	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000142	src/mvdm-host/ieuvddex/help.c	ieuvddex	MVDM-IEUVDDEX-OWNER-PACKAGE	unselected-owner-package-source	61	function-pointer-indirect-call	Print	(*Print)("\tDumps contents of LDT selectors starting with\n");	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000143	src/mvdm-host/ieuvddex/help.c	ieuvddex	MVDM-IEUVDDEX-OWNER-PACKAGE	unselected-owner-package-source	62	function-pointer-indirect-call	Print	(*Print)("\t<selector number>. If [number of selectors] is specified\n");	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000144	src/mvdm-host/ieuvddex/help.c	ieuvddex	MVDM-IEUVDDEX-OWNER-PACKAGE	unselected-owner-package-source	63	function-pointer-indirect-call	Print	(*Print)("\tthat number of selectors is dumped. If not, 10h selectors\n");	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000145	src/mvdm-host/ieuvddex/help.c	ieuvddex	MVDM-IEUVDDEX-OWNER-PACKAGE	unselected-owner-package-source	64	function-pointer-indirect-call	Print	(*Print)("\tare dumped\n");	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000146	src/mvdm-host/ieuvddex/i386/helpp.c	ieuvddex	MVDM-IEUVDDEX-OWNER-PACKAGE	unselected-owner-package-source	44	function-pointer-indirect-call	Print	(*Print)("dr\n");	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000147	src/mvdm-host/ieuvddex/i386/helpp.c	ieuvddex	MVDM-IEUVDDEX-OWNER-PACKAGE	unselected-owner-package-source	45	function-pointer-indirect-call	Print	(*Print)("\tTogles whether debug faults (1 and 3) are reflected to the\n");	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000148	src/mvdm-host/ieuvddex/i386/helpp.c	ieuvddex	MVDM-IEUVDDEX-OWNER-PACKAGE	unselected-owner-package-source	46	function-pointer-indirect-call	Print	(*Print)("\tdebugger or the application\n");	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
