function_id	symbol	stage1_semantic_disposition	function_disposition	final_owner	runtime_direct_call_site_count	caller_paths	selected_definition_candidates	external_definition_candidates	external_package_roots	source_definition_status	first_hop_basis	next_stage
"MVDM-FIRST-HOP-FUNCTION-0110"	"Basep8BitStringToUnicodeString"	"csr-basesrv-private-host-boundary"	"csr-product-boundary"	"adapter-mvdm-host-out/monitor"	"1"	"base/win32/client/vdm.c"	""	"base/win32/client/support.c:1286@5f02b7247b7c23d717e5348d31b4f1e2a8db1bcfdaa373340adb79800dc9bd0f;nt/private/windows/base/client/support.c:1286@5f02b7247b7c23d717e5348d31b4f1e2a8db1bcfdaa373340adb79800dc9bd0f"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"CSR/BaseSrv contract is a first-hop hard boundary; source candidates may be reused only under a separately admitted finite package slice"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0111"	"BasepUnicodeStringTo8BitString"	"csr-basesrv-private-host-boundary"	"csr-product-boundary"	"adapter-mvdm-host-out/monitor"	"1"	"base/win32/client/vdm.c"	""	"base/win32/client/support.c:1302@5f02b7247b7c23d717e5348d31b4f1e2a8db1bcfdaa373340adb79800dc9bd0f;nt/private/windows/base/client/support.c:1302@5f02b7247b7c23d717e5348d31b4f1e2a8db1bcfdaa373340adb79800dc9bd0f"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"CSR/BaseSrv contract is a first-hop hard boundary; source candidates may be reused only under a separately admitted finite package slice"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0112"	"BaseSrvGetWindowThreadProcessId"	"csr-basesrv-private-host-boundary"	"csr-product-boundary"	"adapter-mvdm-host-out/monitor"	"2"	"base/win32/server/srvvdm.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"CSR/BaseSrv contract is a first-hop hard boundary; source candidates may be reused only under a separately admitted finite package slice"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0113"	"BaseSrvInitializeIniFileMappings"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"base/win32/server/srvinit.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0114"	"BaseSrvNlsConnect"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"base/win32/server/srvinit.c"	""	"base/win32/server/srvnls.c:187@30adc7b3dd17292e6b9cd526ab06e201d70e586068a9f18afe032f5742234128;nt/private/windows/base/server/srvnls.c:187@30adc7b3dd17292e6b9cd526ab06e201d70e586068a9f18afe032f5742234128"	"base/win32/server;nt/private"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0115"	"BaseSrvNLSInit"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"base/win32/server/srvinit.c"	""	"base/win32/server/srvnls.c:141@30adc7b3dd17292e6b9cd526ab06e201d70e586068a9f18afe032f5742234128;nt/private/windows/base/server/srvnls.c:141@30adc7b3dd17292e6b9cd526ab06e201d70e586068a9f18afe032f5742234128"	"base/win32/server;nt/private"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0116"	"BaseSrvPostMessageA"	"csr-basesrv-private-host-boundary"	"csr-product-boundary"	"adapter-mvdm-host-out/monitor"	"1"	"base/win32/server/srvvdm.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"CSR/BaseSrv contract is a first-hop hard boundary; source candidates may be reused only under a separately admitted finite package slice"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0117"	"Beep"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/debugger/vdmdebug.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0118"	"BeginDeferWindowPos"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuwind.c"	""	"windows/core/ntuser/client/client.c:2426@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472;nt/private/ntos/w32/ntuser/client/client.c:2426@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0119"	"BeginPaint"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"softpc.new/host/src/nt_hunt.c;vdmutils/pifedit/pifedit.c;wow32/wuser.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0120"	"BitBlt"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi.c"	""	"windows/core/ntgdi/client/output.c:720@177ae2b20778d8099e50565f3a2ff650f069548584b52b7652e31bc492df8ebc;admin/netui/common/src/blt/blt/bltmisc.cxx:477@6b30ffbf02f9322bd0eab299586f80abb5e69efd48680187d290c6e960638b84;admin/netui/common/src/blt/blt/bltmisc.cxx:494@6b30ffbf02f9322bd0eab299586f80abb5e69efd48680187d290c6e960638b84;nt/private/windows/win4help/hcrtf/cpaldc.cpp:178@d685d82409cab4a5f7e888f534077e507118cdd0f08cd734186129d3e96eccde;nt/private/windows/win4help/compiler/hwdll/cpaldc.cpp:177@e3a575e5c862c0243d2a68cf637cce7658f48992a1a6b7285f7c6d2de41f7f1b;nt/private/net/ui/common/src/blt/blt/bltmisc.cxx:477@6b30ffbf02f9322bd0eab299586f80abb5e69efd48680187d290c6e960638b84;nt/private/net/ui/common/src/blt/blt/bltmisc.cxx:494@6b30ffbf02f9322bd0eab299586f80abb5e69efd48680187d290c6e960638b84;nt/private/ntos/w32/ntgdi/client/output.c:720@177ae2b20778d8099e50565f3a2ff650f069548584b52b7652e31bc492df8ebc"	"admin/netui;nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0121"	"BringWindowToTop"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuwind.c"	""	"windows/core/ntuser/client/client.c:42@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472;nt/private/ntos/w32/ntuser/client/client.c:42@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0122"	"BuildCommDCB"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wucomm.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0123"	"byte_at"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/dasm386/dasm386.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0124"	"CallMsgFilter"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wumsg.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0125"	"CallNamedPipe"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmredir/vrnmpipe.c"	""	"nt/private/net/srvtest/subs.c:2163@0dcecd8f518a9dc6acc9e55ad3827cbe6a6550ad534d374b4f4fbe84ddeefb3b;nt/private/net/pipecli/pipecli.c:184@fa2cc7367f09523e9ff1183ca700904021a709f11a955ade7d18f3db8a4d6e69"	"nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0126"	"CallNextHookEx"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"8"	"wow32/wowhooks.c"	""	"windows/core/ntuser/client/wow.c:879@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;nt/private/ntos/w32/ntuser/client/wow.c:879@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0127"	"calloc"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"4"	"softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/x86_emm.c;vdmredir/vrdebug.c"	""	"windows/core/advapi/digsig/inc/atlimpl.cpp:750@ad8222bf4752966c554f32ba43af9781ce98cc2a744e62f869bbce3e3fac08d2;base/crts/crtw32/misc/dbgheap.c:475@385b134122869b2f5416efde75bd375b0887fd369a00de7c1249d40108fb73f7;res/oldcrt/crt32/heap/calloc.c:53@fb1218382a89204131cbc08aa3cb3fd3c2f6cea59666a5db1c8823a667026bbb;res/oldcrt/crt32st/heap/calloc.c:53@fb1218382a89204131cbc08aa3cb3fd3c2f6cea59666a5db1c8823a667026bbb;res/oldcrt/crt32psx/heap/calloc.c:53@fb1218382a89204131cbc08aa3cb3fd3c2f6cea59666a5db1c8823a667026bbb;res/oldcrt/crt32nt/heap/calloc.c:53@fb1218382a89204131cbc08aa3cb3fd3c2f6cea59666a5db1c8823a667026bbb;res/oldcrt/crt32dll/heap/calloc.c:53@fb1218382a89204131cbc08aa3cb3fd3c2f6cea59666a5db1c8823a667026bbb;nt/private/windows/base/advapi/digsig/inc/atlimpl.cpp:750@ad8222bf4752966c554f32ba43af9781ce98cc2a744e62f869bbce3e3fac08d2;nt/private/sdktools/vctools/crt/crtw32/misc/dbgheap.c:475@385b134122869b2f5416efde75bd375b0887fd369a00de7c1249d40108fb73f7"	"base/crts;nt/private;res/oldcrt;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0128"	"CallWindowProc"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"15"	"fax/wowfaxui/wfhelper.c;wow32/wmdisp32.c;wow32/wow32fax.c;wow32/wumsg.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0129"	"cannot_phy_write_byte"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/ccpu386/c_page.c;softpc.new/base/ccpu386/c_tlb.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0130"	"cannot_phy_write_dword"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/ccpu386/c_page.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0131"	"cannot_phy_write_word"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/ccpu386/c_page.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0132"	"ceil"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/ccpu386/fpu.c"	""	"base/crts/fpw32/tran/ceil.c:39@67e56f0b8ef3ace20b86f41da45aa9cb3b60dc019abf1b9cf811bbcbab47925d;res/oldcrt/fp32st/tran/ceil.c:37@ac9068ab60c827c352552a7e199945f21d2d19a743c322d7d922d57cdb04bb83;res/oldcrt/fp32/tran/ceil.c:37@ac9068ab60c827c352552a7e199945f21d2d19a743c322d7d922d57cdb04bb83;res/oldcrt/fp32nt/tran/ceil.c:37@ac9068ab60c827c352552a7e199945f21d2d19a743c322d7d922d57cdb04bb83;res/oldcrt/fp32dll/tran/ceil.c:37@ac9068ab60c827c352552a7e199945f21d2d19a743c322d7d922d57cdb04bb83;nt/private/sdktools/vctools/crt/fpw32/tran/ceil.c:39@67e56f0b8ef3ace20b86f41da45aa9cb3b60dc019abf1b9cf811bbcbab47925d"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0133"	"ChangeClipboardChain"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuclip.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0134"	"ChangeMenu"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wumenu.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0135"	"CharToOem"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/graftabl/graftabl.c;wow32/wkman.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0136"	"CharUpper"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wucomm.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0137"	"CharUpperBuff"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"3"	"wow32/wcommdlg.c;wow32/wgfont.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0138"	"CheckDlgButton"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;vdmutils/pifedit/pifsubs.c;wow32/wudlg.c"	""	"windows/mfc/src42/occcont.cpp:341@e3b2eac44aab51c00603e84c152fcec3dd1bedab134600338676e75b4a042c42;windows/core/ntuser/client/dlgmgr.c:299@8e2383f52e4e3f65f656bd492143d7a8ed5d0a2526ad8e6af10d242465ff8d7a;windows/mfc/src40/occcont.cpp:333@1cbb34c5971a541eb40bcd445b974ef52c1882166715572c7ecd38684236017b;nt/private/ntos/w32/ntuser/client/dlgmgr.c:299@8e2383f52e4e3f65f656bd492143d7a8ed5d0a2526ad8e6af10d242465ff8d7a;nt/private/sdktools/vctools/ntmfc/src42/occcont.cpp:341@e3b2eac44aab51c00603e84c152fcec3dd1bedab134600338676e75b4a042c42;nt/private/sdktools/vctools/ntmfc/src40/occcont.cpp:333@1cbb34c5971a541eb40bcd445b974ef52c1882166715572c7ecd38684236017b;nt/private/windows/shell/fontfldr/fontext/src/pfont.cpp:301@a8c758b3248033e4acc17d5c4c03c6ffa82c5d31c4324a5b51d16aa659045815"	"nt/private;windows/core;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0139"	"CheckMenuItem"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wumenu.c"	""	"nt/private/windows/win4help/compiler/hcrtf/chkmacro.cpp:4187@6be20d17c622b16e7e43eebc54999bfa20d5ffa4ec5f5bf175284439778690f0"	"nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0140"	"CheckRadioButton"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;vdmutils/pifedit/pifsubs.c;wow32/wudlg.c"	""	"windows/mfc/src42/winocc.cpp:65@d4f8c2548e3040dc3293437db968461ae8cd02d6eb892e0207d80096b035fc29;windows/mfc/src42/occcont.cpp:356@e3b2eac44aab51c00603e84c152fcec3dd1bedab134600338676e75b4a042c42;windows/mfc/src40/winocc.cpp:61@ef6bebdd28ded978ba998c718203a3ab24d3e896155b4d59edca74772b8bb3e3;windows/core/ntuser/client/dlgmgr.c:395@8e2383f52e4e3f65f656bd492143d7a8ed5d0a2526ad8e6af10d242465ff8d7a;windows/mfc/src40/occcont.cpp:348@1cbb34c5971a541eb40bcd445b974ef52c1882166715572c7ecd38684236017b;nt/private/sdktools/vctools/ntmfc/src42/winocc.cpp:65@d4f8c2548e3040dc3293437db968461ae8cd02d6eb892e0207d80096b035fc29;nt/private/ntos/w32/ntuser/client/dlgmgr.c:395@8e2383f52e4e3f65f656bd492143d7a8ed5d0a2526ad8e6af10d242465ff8d7a;nt/private/sdktools/vctools/ntmfc/src42/occcont.cpp:356@e3b2eac44aab51c00603e84c152fcec3dd1bedab134600338676e75b4a042c42;nt/private/sdktools/vctools/ntmfc/src40/winocc.cpp:61@ef6bebdd28ded978ba998c718203a3ab24d3e896155b4d59edca74772b8bb3e3;nt/private/sdktools/vctools/ntmfc/src40/occcont.cpp:348@1cbb34c5971a541eb40bcd445b974ef52c1882166715572c7ecd38684236017b"	"nt/private;windows/core;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
