"include_spelling"	"occurrences"	"caller_count"	"caller_paths"	"upstream_header_paths"	"upstream_package_roots"	"stage1_state"	"next_stage"	"first_hop_owner"	"first_hop_kind"
"dterm.h"	"1"	"1"	"softpc.new/host/src/nt_error.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"egacpu.h"	"30"	"30"	"softpc.new/base/cpu/src/evid/ev_glue.c;softpc.new/base/cvidc/ev_glue.c;softpc.new/base/debug/ega_dump.c;softpc.new/base/debug/trace.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/video/cga.c;softpc.new/base/video/ega_dmmy.c;softpc.new/base/video/ega_mode.c;softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_read.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/ega_writ.c;softpc.new/base/video/egawrtm0.c;softpc.new/base/video/egwrtm12.c;softpc.new/base/video/ga_glue.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/gvi.c;softpc.new/base/video/v7_ports.c;softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_mode.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_vga.c;softpc.new/host/src/stubs.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"egagraph.h"	"20"	"20"	"softpc.new/base/debug/ega_dump.c;softpc.new/base/debug/yoda.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/video/ega_dmmy.c;softpc.new/base/video/ega_mode.c;softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/gvi.c;softpc.new/base/video/v7_ports.c;softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_mode.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_munge.c;softpc.new/host/src/nt_vga.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"egamode.h"	"7"	"7"	"softpc.new/base/video/ega_mode.c;softpc.new/base/video/ega_prts.c;softpc.new/base/video/vga_mode.c;softpc.new/base/video/vga_prts.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"egaports.h"	"23"	"23"	"softpc.new/base/debug/ega_dump.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/video/ega_dmmy.c;softpc.new/base/video/ega_mode.c;softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_read.c;softpc.new/base/video/ega_trcr.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/ega_writ.c;softpc.new/base/video/egawrtm0.c;softpc.new/base/video/egwrtm12.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/v7_ports.c;softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_mode.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_vga.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"egaread.h"	"7"	"7"	"softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_read.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/v7_ports.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c;softpc.new/host/src/stubs.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"egatrace.h"	"1"	"1"	"softpc.new/base/video/ega_trcr.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"egavideo.h"	"6"	"6"	"softpc.new/base/keymouse/mouse_io.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video.c;softpc.new/host/src/nt_fulsc.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"emm.h"	"9"	"9"	"softpc.new/base/bios/emm_fncs.c;softpc.new/base/bios/reset.c;softpc.new/base/dos/emm_mngr.c;softpc.new/base/support/terminat.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/x86_emm.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"enter.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/enter.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"equip.h"	"7"	"7"	"softpc.new/base/bios/equipmnt.c;softpc.new/base/bios/reset.c;softpc.new/base/disks/floppy_i.c;softpc.new/base/disks/floppy.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"errno.h"	"2"	"2"	"softpc.new/host/src/nt_hunt.c;softpc.new/host/src/nt_rflop.c"	"base/crts/crtw32/h/errno.h;base/crts/libw32/include/errno.h;public/sdk/inc/crt/errno.h;public/sdk/inc/posix/errno.h;public/sdk/inc/posix/sys/errno.h;sdktools/jetadmin/inc/errno.h"	"base/crts/crtw32;base/crts/libw32;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"error.h"	"72"	"69"	"softpc.new/base/bios/emm_fncs.c;softpc.new/base/bios/reset.c;softpc.new/base/bios/rom_basc.c;softpc.new/base/bios/virtual.c;softpc.new/base/comms/com.c;softpc.new/base/comms/printer_.c;softpc.new/base/comms/printer.c;softpc.new/base/debug/yoda.c;softpc.new/base/disks/diskbios.c;softpc.new/base/disks/fdisk.c;softpc.new/base/disks/floppy_i.c;softpc.new/base/disks/gfi_ibm.c;softpc.new/base/disks/gfi_sflp.c;softpc.new/base/disks/gfi.c;softpc.new/base/dos/emm_mngr.c;softpc.new/base/keymouse/keyba.c;softpc.new/base/keymouse/keybd_io.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/keymouse/mouse.c;softpc.new/base/support/get_env.c;softpc.new/base/support/main.c;softpc.new/base/support/terminat.c;softpc.new/base/support/time_day.c;softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/illegalp.c;softpc.new/base/system/qevnt.c;softpc.new/base/system/quick_ev.c;softpc.new/base/system/rom.c;softpc.new/base/video/cga.c;softpc.new/base/video/ega_mode.c;softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/gvi.c;softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_mode.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_cga.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_ertbl.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_hunt.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rez.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_sound.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_vdd.c;softpc.new/host/src/nt_wcom.c;softpc.new/host/src/stf_conf.c;softpc.new/obj.vdm/ntvdm.c"	"base/crts/crtw32/h/error.h;base/ntos/rtl/error.h;com/ole32/olecnv32/error.h;sdktools/jetadmin/inc/error.h;sdktools/jetadmin/sdk/inc32/error.h;sdktools/mstest/ntsnap/error.h;sdktools/vctools/cvpack.js/error.h;windows/diamond/error.h"	"base/crts/crtw32;base/ntos/rtl;com/ole32/olecnv32;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/mstest/ntsnap;sdktools/vctools/cvpack.js;windows/diamond/error.h"	"selected-mvdm-header; no external package edge"	"expand owning package/build boundary"	"mvdm selected union"	"internal-or-selected-input"
"Evid_c.h"	"4"	"4"	"softpc.new/base/ccpu386/vglob.c;softpc.new/base/cpu/src/evid/ev_glue.c;softpc.new/base/cpu/src/evid/vglob.c;softpc.new/base/cvidc/ev_glue.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"evidfunc.h"	"3"	"3"	"softpc.new/base/cpu/src/evid/ev_glue.c;softpc.new/base/cvidc/ev_glue.c;softpc.new/base/cvidc/evidfunc.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"evidgen.h"	"6"	"6"	"softpc.new/base/ccpu386/c_getset.c;softpc.new/base/ccpu386/ntstubs.c;softpc.new/base/ccpu386/sascdef.c;softpc.new/base/cvidc/accessfn.c;softpc.new/base/cvidc/sascdef.c;softpc.new/base/cvidc/vglfunc.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"excpt.h"	"5"	"5"	"softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_thred.c;softpc.new/host/src/nt_timer.c;wow32/debug.c"	"base/crts/crtw32/h/excpt.h;base/crts/libw32/include/excpt.h;public/sdk/inc/crt/excpt.h;sdktools/jetadmin/inc/excpt.h"	"base/crts/crtw32;base/crts/libw32;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"exterr.h"	"2"	"2"	"dos/dem/demhndl.c;vdmredir/vrnmpipe.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"fault.h"	"18"	"18"	"softpc.new/base/ccpu386/c_addr.c;softpc.new/base/ccpu386/c_intr.c;softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/c_prot.c;softpc.new/base/ccpu386/c_seg.c;softpc.new/base/ccpu386/c_stack.c;softpc.new/base/ccpu386/c_tlb.c;softpc.new/base/ccpu386/c_tsksw.c;softpc.new/base/ccpu386/c_xcptn.c;softpc.new/base/ccpu386/c_xfer.c;softpc.new/base/ccpu386/call.c;softpc.new/base/ccpu386/enter.c;softpc.new/base/ccpu386/iret.c;softpc.new/base/ccpu386/jmp.c;softpc.new/base/ccpu386/lldt.c;softpc.new/base/ccpu386/mov.c;softpc.new/base/ccpu386/ret.c;softpc.new/base/ccpu386/zfrsrvd.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"fax32.h"	"1"	"1"	"vdd/samples/sample1/fax32/fax32.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"fcntl.h"	"5"	"5"	"dos/dem/demhndl.c;softpc.new/base/system/cmosnt.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_rez.c;softpc.new/host/src/nt_vflop.c"	"base/crts/crtw32/h/fcntl.h;base/crts/libw32/include/fcntl.h;public/sdk/inc/crt/fcntl.h;public/sdk/inc/posix/fcntl.h;sdktools/fontedit/fcntl.h;sdktools/jetadmin/inc/fcntl.h"	"base/crts/crtw32;base/crts/libw32;public/sdk/inc;sdktools/fontedit/fcntl.h;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"fdisk.h"	"5"	"5"	"softpc.new/base/bios/reset.c;softpc.new/base/disks/diskbios.c;softpc.new/base/disks/fdisk.c;softpc.new/base/disks/fla.c;softpc.new/base/support/terminat.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"fla.h"	"13"	"13"	"softpc.new/base/bios/reset.c;softpc.new/base/disks/fla.c;softpc.new/base/disks/floppy_i.c;softpc.new/base/disks/floppy.c;softpc.new/base/disks/gfi_ibm.c;softpc.new/base/disks/gfi_mpty.c;softpc.new/base/disks/gfi_sflp.c;softpc.new/base/disks/gfi_test.c;softpc.new/base/disks/gfi.c;softpc.new/base/support/time_day.c;softpc.new/base/system/timer.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_vflop.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"floppy.h"	"5"	"5"	"softpc.new/base/bios/reset.c;softpc.new/base/disks/floppy_i.c;softpc.new/base/disks/floppy.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_rflop.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"forcedos.h"	"1"	"1"	"vdmutils/forcedos/forcedos.c"	""	""	"selected MVDM tool-local declaration; no host-runtime external edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"Fpu_c.h"	"5"	"5"	"softpc.new/base/ccpu386/c_getset.c;softpc.new/base/ccpu386/c_reg.c;softpc.new/base/ccpu386/sascdef.c;softpc.new/base/cvidc/accessfn.c;softpc.new/base/cvidc/sascdef.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"fun.h"	"5"	"5"	"v86/scaffold/i386/fakebop.c;v86/scaffold/i386/fakeinit.c;v86/scaffold/i386/fakekbd.c;v86/scaffold/i386/fakevid.c;v86/scaffold/i386/softpc.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"ga_defs.h"	"5"	"5"	"softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_read.c;softpc.new/base/video/ga_glue.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/video.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"ga_mark.h"	"6"	"6"	"softpc.new/base/cpu/src/evid/ev_glue.c;softpc.new/base/cvidc/ev_glue.c;softpc.new/base/cvidc/evidfunc.c;softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_read.c;softpc.new/base/video/gfx_updt.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"gdispool.h"	"1"	"1"	"fax/wowfaxui/wowfaxui.c"	"public/internal/printscan/inc/gdispool.h"	"public/internal/printscan"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"modern public Win32 UI/console/spool binding; private historical entrypoints seed ntcon/ntuser/ntgdi BFS"	"public-api-or-private-client-candidate"
"gdpvar.h"	"10"	"10"	"softpc.new/base/ccpu386/c_intr.c;softpc.new/base/ccpu386/c_reg.c;softpc.new/base/ccpu386/sascdef.c;softpc.new/base/ccpu386/vglob.c;softpc.new/base/cpu/src/evid/ev_glue.c;softpc.new/base/cpu/src/evid/vglob.c;softpc.new/base/cvidc/ev_glue.c;softpc.new/base/debug/yoda.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_inthk.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"gendrvr.h"	"1"	"1"	"softpc.new/base/bios/reset.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"get_env.h"	"1"	"1"	"softpc.new/base/support/get_env.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"gfi.h"	"18"	"18"	"softpc.new/base/bios/reset.c;softpc.new/base/debug/yoda.c;softpc.new/base/disks/fla.c;softpc.new/base/disks/floppy_i.c;softpc.new/base/disks/floppy.c;softpc.new/base/disks/gfi_ibm.c;softpc.new/base/disks/gfi_mpty.c;softpc.new/base/disks/gfi_sflp.c;softpc.new/base/disks/gfi_test.c;softpc.new/base/disks/gfi.c;softpc.new/base/support/main.c;softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_vflop.c;softpc.new/host/src/stf_conf.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"gfisflop.h"	"2"	"2"	"softpc.new/base/disks/gfi_ibm.c;softpc.new/base/disks/gfi_sflp.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"gfitest.h"	"2"	"2"	"softpc.new/base/disks/gfi_test.c;softpc.new/base/disks/gfi.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"gfx_upd.h"	"32"	"32"	"softpc.new/base/bios/reset.c;softpc.new/base/debug/ega_dump.c;softpc.new/base/debug/yoda.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/support/main.c;softpc.new/base/system/timestrb.c;softpc.new/base/video/cga.c;softpc.new/base/video/ega_dmmy.c;softpc.new/base/video/ega_mode.c;softpc.new/base/video/ega_prts.c;softpc.new/base/video/ega_trcr.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/egawrtm0.c;softpc.new/base/video/egwrtm12.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/gvi.c;softpc.new/base/video/v7_ports.c;softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_mode.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video.c;softpc.new/host/src/nt_cga.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_munge.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_vga.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"gfx_updt.h"	"1"	"1"	"softpc.new/host/src/stf_conf.c"	""	""	"selected MVDM local generated/header input; source-layout reconciliation, no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
