"include"	"disposition"	"occurrence_count"	"source_count"	"forms"	"selected_candidate"	"first_source"	"first_line"	"rationale"
"softpc_graphics.seg"	"unresolved-external-include"	"11"	"3"	"quote"	""	"softpc.new/base/video/ega_read.c"	"650"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_hda.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/disks/fdisk.c"	"223"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_ica.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/system/ica.c"	"142"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_init.seg"	"unresolved-external-include"	"23"	"23"	"quote"	""	"softpc.new/base/bios/bootstra.c"	"55"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_input.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/keymouse/mouse.c"	"345"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_ios.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/support/ios.c"	"24"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_lim.seg"	"unresolved-external-include"	"4"	"2"	"quote"	""	"softpc.new/base/bios/emm_fncs.c"	"76"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_lim2.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/dos/emm_mngr.c"	"1675"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_mouse.seg"	"unresolved-external-include"	"2"	"2"	"quote"	""	"softpc.new/base/keymouse/mouse.c"	"40"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_ppi.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/keymouse/keyba.c"	"56"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_printer.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/comms/printer.c"	"79"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_quickev.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/system/quick_ev.c"	"69"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_support.seg"	"unresolved-external-include"	"5"	"5"	"angle;quote"	""	"softpc.new/base/bios/rom_basc.c"	"22"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_test_floppy.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/disks/gfi_test.c"	"32"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"softpc_vga.seg"	"unresolved-external-include"	"3"	"3"	"quote"	""	"softpc.new/base/video/v7_ports.c"	"48"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"spcfile.h"	"mvdm-selected-include"	"7"	"7"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\spcfile.h"	"softpc.new/base/system/cmos.c"	"41"	"include name maps to a selected MVDM union path"
"stc.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\stc.h"	"softpc.new/base/ccpu386/c_main.c"	"141"	"quoted include resolves beside one or more selected MVDM sources"
"std.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\std.h"	"softpc.new/base/ccpu386/c_main.c"	"142"	"quoted include resolves beside one or more selected MVDM sources"
"stdarg.h"	"toolchain-or-public-sdk"	"10"	"10"	"angle;quote"	""	"dos/command/cmd.h"	"34"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"stddef.h"	"toolchain-or-public-sdk"	"4"	"4"	"angle;quote"	""	"fax/wowfax/wowfaxdd.h"	"13"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"stdio.h"	"toolchain-or-public-sdk"	"169"	"166"	"angle;quote"	""	"dbg/dbg.c"	"17"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"stdlib.h"	"toolchain-or-public-sdk"	"93"	"93"	"angle;quote"	""	"dos/command/cmd.h"	"36"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"sti.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\sti.h"	"softpc.new/base/ccpu386/c_main.c"	"143"	"quoted include resolves beside one or more selected MVDM sources"
"str.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\str.h"	"softpc.new/base/ccpu386/c_main.c"	"144"	"quoted include resolves beside one or more selected MVDM sources"
"string.h"	"toolchain-or-public-sdk"	"51"	"51"	"angle;quote"	""	"bde/precomp.h"	"8"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"sub.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\sub.h"	"softpc.new/base/ccpu386/c_main.c"	"145"	"quoted include resolves beside one or more selected MVDM sources"
"suballcp.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\suballoc\suballcp.h"	"suballoc/suballoc.c"	"33"	"quoted include resolves beside one or more selected MVDM sources"
"suballoc.h"	"mvdm-selected-include"	"8"	"8"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\suballoc.h"	"dpmi32/dpmimemr.c"	"33"	"include name maps to a selected MVDM union path"
"suplib.h"	"mvdm-selected-include"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\suplib.h"	"softpc.new/host/inc/host_inc.h"	"22"	"include name maps to a selected MVDM union path"
"sys\param.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\sdktools\vi\param.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\vi\param.h"	"softpc.new/base/inc/lm_clien.h"	"35"	"multiple same-basename candidates; package and declaration review required before import"
"sys\stat.h"	"ambiguous-opennt-platform-candidate"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\base\crts\crtw32\h\sys\stat.h;O:\repos.external\OpenNT\base\crts\libw32\include\sys\stat.h;O:\repos.external\OpenNT\public\sdk\inc\crt\sys\stat.h;O:\repos.external\OpenNT\public\sdk\inc\posix\sys\stat.h;O:\repos.external\OpenNT\sdktools\pperf\driver\stat.h;O:\repos.external\OpenNT\windows\core\ntgdi\fondrv\tt\scaler\stat.h;O:\repos.external\OpenNT-4.5\nt\private\ntos\w32\ntgdi\fondrv\tt\scaler\stat.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800\include\sys\stat.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\os2\inc\sys\stat.h;O:\repos.external\OpenNT-4.5\nt\private\os2\client\thunk\include\sys\stat.h;O:\repos.external\OpenNT-4.5\nt\private\rpc\import\msvc15\include\sys\stat.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\pperf\driver\stat.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\vctools\crt\crtw32\h\sys\stat.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\vctools\crt\libw32\include\sys\stat.h;O:\repos.external\OpenNT-4.5\nt\private\wangview\oiwh\include\stat.h;O:\repos.external\OpenNT-4.5\nt\private\windows\shell\games\sol\stat.h"	"softpc.new/host/inc/host_inc.h"	"57"	"multiple same-basename candidates; package and declaration review required before import"
"sys\termio.h"	"unresolved-external-include"	"2"	"2"	"angle"	""	"softpc.new/base/comms/printer.c"	"91"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"sys\times.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\sdktools\inc\ztools\times.h;O:\repos.external\OpenNT\public\sdk\inc\posix\sys\times.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\ztools\inc\times.h"	"softpc.new/base/debug/profile.c"	"102"	"multiple same-basename candidates; package and declaration review required before import"
"sys\types.h"	"toolchain-or-public-sdk"	"14"	"14"	"angle"	""	"softpc.new/base/inc/lm_clien.h"	"39"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"tape_io.h"	"mvdm-selected-include"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\tape_io.h"	"softpc.new/base/bios/tape_io.c"	"42"	"include name maps to a selected MVDM union path"
"tdb16.h"	"mvdm-selected-include"	"3"	"3"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\inc\tdb16.h"	"bde/precomp.h"	"15"	"include name maps to a selected MVDM union path"
"test.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\test.h"	"softpc.new/base/ccpu386/c_main.c"	"146"	"quoted include resolves beside one or more selected MVDM sources"
"time.h"	"toolchain-or-public-sdk"	"4"	"4"	"angle"	""	"softpc.new/base/system/cmosnt.c"	"24"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"timer.h"	"mvdm-selected-include"	"30"	"30"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\timer.h"	"softpc.new/base/bios/emm_fncs.c"	"98"	"include name maps to a selected MVDM union path"
"timestmp.h"	"mvdm-selected-include"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\timestmp.h"	"softpc.new/base/system/qevnt.c"	"38"	"include name maps to a selected MVDM union path"
"timeval.h"	"mvdm-selected-include"	"14"	"13"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\timeval.h"	"softpc.new/base/bios/emm_fncs.c"	"93"	"include name maps to a selected MVDM union path"
"tmstrobe.h"	"mvdm-selected-include"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\tmstrobe.h"	"softpc.new/base/system/cmos.c"	"47"	"include name maps to a selected MVDM union path"
"trace.h"	"mvdm-local-direct"	"64"	"61"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\trace.h"	"softpc.new/base/bios/emm_fncs.c"	"96"	"quoted include resolves beside one or more selected MVDM sources"
"umb.h"	"mvdm-selected-include"	"7"	"7"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\umb.h"	"softpc.new/host/src/config.c"	"29"	"include name maps to a selected MVDM union path"
"univer_c.h"	"mvdm-local-direct"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\univer_c.h;O:\repos.external\OpenNT\base\mvdm\softpc.new\base\cvidc\univer_c.h"	"softpc.new/base/ccpu386/sascdef.c"	"11"	"quoted include resolves beside one or more selected MVDM sources"
"v86def.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\v86def.h"	"inc/softpc.h"	"31"	"quoted include resolves beside one or more selected MVDM sources"
"vcdex.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\vdd\samples\mscdex\vdd\vcdex.h"	"vdd/samples/mscdex/vdd/vcdex.c"	"52"	"quoted include resolves beside one or more selected MVDM sources"
"vdd.h"	"mvdm-local-direct"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\vdd\samples\adlibvdd\vdd.h;O:\repos.external\OpenNT\base\mvdm\vdd\samples\sample2\vdd\vdd.h"	"vdd/samples/adlibvdd/vdd.c"	"27"	"quoted include resolves beside one or more selected MVDM sources"
"vddsvc.h"	"exact-opennt-platform-candidate"	"5"	"5"	"angle;quote"	"O:\repos.external\OpenNT\public\sdk\inc\vddsvc.h"	"vdd/samples/adlibvdd/vdd.c"	"26"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"vdm.h"	"ambiguous-opennt-platform-candidate"	"18"	"18"	"angle;quote"	"O:\repos.external\OpenNT\base\win32\client\vdm.h;O:\repos.external\OpenNT\public\internal\base\inc\vdm.h;O:\repos.external\OpenNT-4.5\nt\private\inc\vdm.h;O:\repos.external\OpenNT-4.5\nt\private\windows\base\client\vdm.h"	"bde/precomp.h"	"11"	"multiple same-basename candidates; package and declaration review required before import"
"vdmapi.h"	"ambiguous-opennt-platform-candidate"	"8"	"8"	"angle;quote"	"O:\repos.external\OpenNT\public\internal\base\inc\vdmapi.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\vdmapi.h"	"dos/command/cmd.h"	"80"	"multiple same-basename candidates; package and declaration review required before import"
"vdmdbg.h"	"ambiguous-opennt-platform-candidate"	"6"	"6"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\vdmdbg.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\vdmdbg.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\vdmdbg.h"	"bde/precomp.h"	"14"	"multiple same-basename candidates; package and declaration review required before import"
"vdmexts.h"	"mvdm-local-direct"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\vdmexts\vdmexts.h"	"vdmexts/precomp.h"	"14"	"quoted include resolves beside one or more selected MVDM sources"
"vdmredir.h"	"mvdm-selected-include"	"14"	"14"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vdmredir.h"	"vdmredir/vrdebug.c"	"195"	"include name maps to a selected MVDM union path"
"vdmtib.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vdmtib.h"	"inc/softpc.h"	"248"	"quoted include resolves beside one or more selected MVDM sources"
"verr.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\verr.h"	"softpc.new/base/ccpu386/c_main.c"	"147"	"quoted include resolves beside one or more selected MVDM sources"
"verw.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\verw.h"	"softpc.new/base/ccpu386/c_main.c"	"148"	"quoted include resolves beside one or more selected MVDM sources"
"vga_dac.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\vga_dac.h"	"softpc.new/base/video/vga_vide.c"	"63"	"include name maps to a selected MVDM union path"
"vgaports.h"	"mvdm-selected-include"	"9"	"9"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\vgaports.h"	"softpc.new/base/keymouse/mouse_io.c"	"102"	"include name maps to a selected MVDM union path"
"video.h"	"mvdm-selected-include"	"23"	"23"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\video.h"	"softpc.new/base/bios/reset.c"	"74"	"include name maps to a selected MVDM union path"
"video_bios.seg"	"unresolved-external-include"	"2"	"2"	"quote"	""	"softpc.new/base/video/video.c"	"50"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"video_bios_ega.seg"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/video/ega_vide.c"	"301"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"video_bios_vga.seg"	"unresolved-external-include"	"2"	"2"	"quote"	""	"softpc.new/base/video/v7_video.c"	"54"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"vint.h"	"mvdm-selected-include"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vint.h"	"dpmi32/precomp.h"	"22"	"include name maps to a selected MVDM union path"
"virtual.h"	"mvdm-selected-include"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\virtual.h"	"softpc.new/base/bios/bios.c"	"50"	"include name maps to a selected MVDM union path"
"vrdebug.h"	"mvdm-local-direct"	"13"	"13"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\vdmredir\vrdebug.h"	"vdmredir/vrdebug.c"	"196"	"quoted include resolves beside one or more selected MVDM sources"
"vrdefld.h"	"mvdm-selected-include"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vrdefld.h"	"vdmredir/vrdlc5c.c"	"69"	"include name maps to a selected MVDM union path"
"vrdlc.h"	"mvdm-local-direct"	"7"	"7"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\vdmredir\vrdlc.h"	"vdmredir/vrdisp.c"	"51"	"quoted include resolves beside one or more selected MVDM sources"
"vrdlcdbg.h"	"mvdm-local-direct"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\vdmredir\vrdlcdbg.h"	"vdmredir/vrdlc5c.c"	"72"	"quoted include resolves beside one or more selected MVDM sources"
"vrdlctab.h"	"mvdm-selected-include"	"14"	"14"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vrdlctab.h"	"vdmredir/vrdebug.c"	"194"	"include name maps to a selected MVDM union path"
"vrica.h"	"mvdm-local-direct"	"4"	"4"	"angle"	"O:\repos.external\OpenNT\base\mvdm\vdmredir\vrica.h"	"vdmredir/vrdlcpst.c"	"100"	"quoted include resolves beside one or more selected MVDM sources"
"vrinit.h"	"mvdm-selected-include"	"6"	"6"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vrinit.h"	"vdmredir/vrdisp.c"	"38"	"include name maps to a selected MVDM union path"
"vrmisc.h"	"mvdm-selected-include"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vrmisc.h"	"vdmredir/vrdisp.c"	"39"	"include name maps to a selected MVDM union path"
"vrmslot.h"	"mvdm-selected-include"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vrmslot.h"	"vdmredir/vrdisp.c"	"41"	"include name maps to a selected MVDM union path"
"vrnetapi.h"	"mvdm-selected-include"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vrnetapi.h"	"vdmredir/vrdisp.c"	"42"	"include name maps to a selected MVDM union path"
"vrnmpipe.h"	"mvdm-selected-include"	"7"	"7"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\inc\vrnmpipe.h"	"dos/dem/demfile.c"	"20"	"include name maps to a selected MVDM union path"
"vrputil.h"	"mvdm-local-direct"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\vdmredir\vrputil.h"	"vdmredir/vrmslot.c"	"86"	"quoted include resolves beside one or more selected MVDM sources"
"vrremote.h"	"mvdm-selected-include"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\vrremote.h"	"vdmredir/vrnetapi.c"	"72"	"include name maps to a selected MVDM union path"
"waccel.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\waccel.h"	"wow32/precomp.h"	"29"	"quoted include resolves beside one or more selected MVDM sources"
"wait.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\wait.h"	"softpc.new/base/ccpu386/c_main.c"	"149"	"quoted include resolves beside one or more selected MVDM sources"
"walias.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\walias.h"	"wow32/wow32.h"	"48"	"quoted include resolves beside one or more selected MVDM sources"
"wbinvd.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\wbinvd.h"	"softpc.new/base/ccpu386/c_main.c"	"160"	"quoted include resolves beside one or more selected MVDM sources"
"wcall16.h"	"mvdm-local-direct"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wcall16.h"	"wow32/precomp.h"	"30"	"quoted include resolves beside one or more selected MVDM sources"
"wcall32.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wcall32.h"	"wow32/precomp.h"	"36"	"quoted include resolves beside one or more selected MVDM sources"
"wchar.h"	"toolchain-or-public-sdk"	"1"	"1"	"quote"	""	"softpc.new/host/src/nt_sec.c"	"8"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"wcmdgtbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wcmdgtbl.h"	"wow32/wowtbl.c"	"69"	"quoted include resolves beside one or more selected MVDM sources"
"wcntl32.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wcntl32.h"	"wow32/precomp.h"	"39"	"quoted include resolves beside one or more selected MVDM sources"
"wcommdlg.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wcommdlg.h"	"wow32/precomp.h"	"44"	"quoted include resolves beside one or more selected MVDM sources"
"wcuricon.h"	"mvdm-local-direct"	"4"	"4"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wcuricon.h"	"vdmexts/dib.c"	"22"	"quoted include resolves beside one or more selected MVDM sources"
"wdbgexts.h"	"ambiguous-opennt-platform-candidate"	"4"	"4"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\wdbgexts.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\wdbgexts.h;O:\repos.external\OpenNT\sdktools\jetadmin\sdk\inc32\wdbgexts.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\wdbgexts.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\sdk\inc32\wdbgexts.h"	"bde/precomp.h"	"6"	"multiple same-basename candidates; package and declaration review required before import"
"wdde.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wdde.h"	"wow32/precomp.h"	"50"	"quoted include resolves beside one or more selected MVDM sources"
"wddeml32.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wddeml32.h"	"wow32/wddeml32.c"	"25"	"quoted include resolves beside one or more selected MVDM sources"
"wdib.h"	"mvdm-local-direct"	"3"	"3"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wdib.h"	"vdmexts/dib.c"	"25"	"quoted include resolves beside one or more selected MVDM sources"
"wdos.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wdos.h"	"wow32/precomp.h"	"25"	"quoted include resolves beside one or more selected MVDM sources"
"wfsheets.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\fax\wowfaxui\wfsheets.h"	"fax/wowfaxui/wfsheets.c"	"14"	"quoted include resolves beside one or more selected MVDM sources"
"wgdi.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgdi.h"	"wow32/precomp.h"	"55"	"quoted include resolves beside one or more selected MVDM sources"
"wgdi31.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgdi31.h"	"wow32/precomp.h"	"58"	"quoted include resolves beside one or more selected MVDM sources"
"wgfont.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgfont.h"	"wow32/precomp.h"	"57"	"quoted include resolves beside one or more selected MVDM sources"
"wgman.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgman.h"	"wow32/precomp.h"	"59"	"quoted include resolves beside one or more selected MVDM sources"
"wgmeta.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgmeta.h"	"wow32/precomp.h"	"53"	"quoted include resolves beside one or more selected MVDM sources"
"wgpal.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgpal.h"	"wow32/precomp.h"	"60"	"quoted include resolves beside one or more selected MVDM sources"
"wgprnset.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgprnset.h"	"wow32/precomp.h"	"56"	"quoted include resolves beside one or more selected MVDM sources"
"wgtbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgtbl.h"	"wow32/wow32.c"	"25"	"quoted include resolves beside one or more selected MVDM sources"
"wgtbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgtbl2.h"	"wow32/wowtbl.c"	"48"	"quoted include resolves beside one or more selected MVDM sources"
"wgtext.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wgtext.h"	"wow32/precomp.h"	"61"	"quoted include resolves beside one or more selected MVDM sources"
"wheap.h"	"mvdm-local-direct"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wheap.h"	"wow32/precomp.h"	"62"	"quoted include resolves beside one or more selected MVDM sources"
"winbase.h"	"toolchain-or-public-sdk"	"7"	"7"	"angle"	""	"dos/command/cmdexit.c"	"14"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"winbasep.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\public\internal\base\inc\winbasep.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\winbasep.h"	"dos/dem/demsrch.c"	"16"	"multiple same-basename candidates; package and declaration review required before import"
"winconp.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\windows\inc\winconp.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\winconp.h"	"dos/command/cmdkeyb.c"	"10"	"multiple same-basename candidates; package and declaration review required before import"
"winddi.h"	"exact-opennt-platform-candidate"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\public\internal\windows\inc\winddi.h"	"fax/wowfax/wowfaxdd.h"	"15"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"winddiui.h"	"exact-opennt-platform-candidate"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\public\internal\printscan\inc\winddiui.h"	"fax/wowfaxui/wfsheets.h"	"12"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"windows.h"	"toolchain-or-public-sdk"	"115"	"112"	"angle;quote"	""	"bde/precomp.h"	"4"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"windows\spooler\inc\splapip.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\printscan\print\spooler\inc.pri\splapip.h;O:\repos.external\OpenNT\printscan\print\spooler\inc\splapip.h;O:\repos.external\OpenNT-4.5\nt\private\windows\spooler\inc.pri\splapip.h;O:\repos.external\OpenNT-4.5\nt\private\windows\spooler\inc\splapip.h"	"fax/wowfaxui/wowfaxui.h"	"21"	"multiple same-basename candidates; package and declaration review required before import"
"winerror.h"	"toolchain-or-public-sdk"	"2"	"2"	"angle;quote"	""	"vdd/samples/mscdex/vdd/vcdex.c"	"46"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"winfiles.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\winfiles.h"	"softpc.new/base/bios/bios.c"	"53"	"include name maps to a selected MVDM union path"
