caller_identity	caller_symbol	caller_source_path	caller_source_line	callee_spelling	internal_candidate_identity	disposition
"O:\repos.external\OpenNT\base\mvdm|oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|797"	"GetDiskFreeSpaceOem"	"oemuni/file.c"	"797"	"SetLastError"	"O:\repos.external\OpenNT\base\mvdm|wow16/wfwnet/wfwnet.c|2e46bb1d5b9c3791a70a21b0fc9b053b63748814988665fcabe13792543e6942|714"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|797"	"GetDiskFreeSpaceOem"	"oemuni/file.c"	"797"	"BaseSetLastNTError"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|797"	"GetDiskFreeSpaceOem"	"oemuni/file.c"	"797"	"GetDiskFreeSpaceW"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"getNextToken"	"softpc.new/base/debug/pigyoda.c"	"256"	"strspn"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"getNextToken"	"softpc.new/base/debug/pigyoda.c"	"256"	"strcspn"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"getNextToken"	"softpc.new/base/debug/pigyoda.c"	"256"	"strlen"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"getNextToken"	"softpc.new/base/debug/pigyoda.c"	"256"	"strcspn"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"getNextToken"	"softpc.new/base/debug/pigyoda.c"	"256"	"strncpy"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|400"	"rd_disk_buffer"	"softpc.new/base/disks/gfi_ibm.c"	"400"	"host_rpc_action"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|400"	"rd_disk_buffer"	"softpc.new/base/disks/gfi_ibm.c"	"400"	"always_trace1"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|400"	"rd_disk_buffer"	"softpc.new/base/disks/gfi_ibm.c"	"400"	"always_trace0"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1658"	"mouse_adjust_screen_size"	"softpc.new/base/keymouse/mouse_io.c"	"1658"	"get_screen_size"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_loads"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|993"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_loads"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|993"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_loads"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|993"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_loads"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|993"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_hw_at_no_check"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|1343"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_hw_at_no_check"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|1343"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_hw_at_no_check"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|1343"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_hw_at_no_check"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|1343"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_hw_at_no_check"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|1343"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"sas_hw_at_no_check"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|1343"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"restore_ega_defaults"	"softpc.new/base/keymouse/mouse_io.c"	"1580"	"clean_all_regs"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1495"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|348"	"host_time"	"softpc.new/host/src/nt_unix.c"	"348"	"GetTickCount"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|322"	"host_localtime"	"softpc.new/host/src/nt_unix.c"	"322"	"GetLocalTime"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|878"	"nt_floppy_close"	"softpc.new/host/src/nt_rflop.c"	"878"	"sprintf"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|878"	"nt_floppy_close"	"softpc.new/host/src/nt_rflop.c"	"878"	"OutputDebugString"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|878"	"nt_floppy_close"	"softpc.new/host/src/nt_rflop.c"	"878"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|573"	"fdisk_heart_beat"	"softpc.new/host/src/nt_fdisk.c"	"573"	"close_fdisk"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|478"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|942"	"CopyFrame"	"vdmredir/vrdlcbuf.c"	"942"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|942"	"CopyFrame"	"vdmredir/vrdlcbuf.c"	"942"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|942"	"CopyFrame"	"vdmredir/vrdlcbuf.c"	"942"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1251"	"VrpRemoveProcessMailslots"	"vdmredir/vrmslot.c"	"1251"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1251"	"VrpRemoveProcessMailslots"	"vdmredir/vrmslot.c"	"1251"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1251"	"VrpRemoveProcessMailslots"	"vdmredir/vrmslot.c"	"1251"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1251"	"VrpRemoveProcessMailslots"	"vdmredir/vrmslot.c"	"1251"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1251"	"VrpRemoveProcessMailslots"	"vdmredir/vrmslot.c"	"1251"	"GetLastError"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1251"	"VrpRemoveProcessMailslots"	"vdmredir/vrmslot.c"	"1251"	"VrpFreeHandle16"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1464"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|381"	"ProcessMemError"	"wow16/ddeml/dmgmem.c"	"381"	"FarFreeMem"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|479"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|381"	"ProcessMemError"	"wow16/ddeml/dmgmem.c"	"381"	"DoCallback"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|381"	"ProcessMemError"	"wow16/ddeml/dmgmem.c"	"381"	"PostMessage"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|147"	"FindAddHszHelper"	"wow16/ddeml/dmghsz.c"	"147"	"GlobalAddAtom"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|147"	"FindAddHszHelper"	"wow16/ddeml/dmghsz.c"	"147"	"GlobalFindAtom"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|147"	"FindAddHszHelper"	"wow16/ddeml/dmghsz.c"	"147"	"GetCurrentTask"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metasup.c|3b90e8622c1263ccfd8a59f7f814b03d68c7074fa7c10bd9fe425d31cd0fede5|263"	"IsMetaDC"	"wow16/gdi/metasup.c"	"263"	"GdiLogFunc3"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metasup.c|3b90e8622c1263ccfd8a59f7f814b03d68c7074fa7c10bd9fe425d31cd0fede5|263"	"IsMetaDC"	"wow16/gdi/metasup.c"	"263"	"LocalLock"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metasup.c|3b90e8622c1263ccfd8a59f7f814b03d68c7074fa7c10bd9fe425d31cd0fede5|263"	"IsMetaDC"	"wow16/gdi/metasup.c"	"263"	"LocalUnlock"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow32/wkfileio.c|3437d0886ec49109668f09a46f5cf8b533ccfbd08f78ef441cbf71853482a8ad|1091"	"TruncatePath83"	"wow32/wkfileio.c"	"1091"	"strcpy"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow32/wkfileio.c|3437d0886ec49109668f09a46f5cf8b533ccfbd08f78ef441cbf71853482a8ad|1091"	"TruncatePath83"	"wow32/wkfileio.c"	"1091"	"strrchr"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow32/wkfileio.c|3437d0886ec49109668f09a46f5cf8b533ccfbd08f78ef441cbf71853482a8ad|1091"	"TruncatePath83"	"wow32/wkfileio.c"	"1091"	"strrchr"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow32/wkfileio.c|3437d0886ec49109668f09a46f5cf8b533ccfbd08f78ef441cbf71853482a8ad|1091"	"TruncatePath83"	"wow32/wkfileio.c"	"1091"	"strchr"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow32/wkfileio.c|3437d0886ec49109668f09a46f5cf8b533ccfbd08f78ef441cbf71853482a8ad|1091"	"TruncatePath83"	"wow32/wkfileio.c"	"1091"	"strlen"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow32/wkfileio.c|3437d0886ec49109668f09a46f5cf8b533ccfbd08f78ef441cbf71853482a8ad|1091"	"TruncatePath83"	"wow32/wkfileio.c"	"1091"	"strcpy"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow32/wkfileio.c|3437d0886ec49109668f09a46f5cf8b533ccfbd08f78ef441cbf71853482a8ad|1091"	"TruncatePath83"	"wow32/wkfileio.c"	"1091"	"strlen"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|478"	"close_fdisk"	"softpc.new/host/src/nt_fdisk.c"	"478"	"CloseHandle"	"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1464"	"VrpFreeHandle16"	"vdmredir/vrmslot.c"	"1464"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1464"	"VrpFreeHandle16"	"vdmredir/vrmslot.c"	"1464"	"DbgBreakPoint"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/obj.vdm/ntvdm.c|693a169cf1e91435c326ee05a17c928e85af10982c2c3bb95a5631ae76415a0a|77"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1464"	"VrpFreeHandle16"	"vdmredir/vrmslot.c"	"1464"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
