"reference_path"	"sha256"	"candidate_kind"	"interface_id"	"disposition"	"successor"	"rationale"
"adapter-softpc/opennt_xms_softpc_facade.h"	"2001af09906f50c810fc3ddee9efce08531acd3b535caf4b4190eda20f4c10e5"	"declaration-candidate"	"ADAPTER-IF-004"	"defer"	"XMS owner package"	"XMS machine semantics remain source-owner-specific"
"adapter-softpc/ordinary_ram_reservation.cc"	"710922c06baebf500c06c887fb8d96426d4d811e4f4ccd79bacef6f3d1669774"	"implementation-candidate"	"ADAPTER-IF-004"	"defer"	"XMS owner package"	"XMS machine semantics remain source-owner-specific"
"adapter-softpc/ordinary_ram_reservation.h"	"24381b56e5b2487c5f6909fbaa4a3db81eb582ff61aa76e0d6b0b0972d2548a7"	"declaration-candidate"	"ADAPTER-IF-004"	"defer"	"XMS owner package"	"XMS machine semantics remain source-owner-specific"
"adapter-softpc/pending_action.c"	"db92e739b4419487cb76f5c2411f099e677a6b2eb29a6daee6d24ff50d928443"	"implementation-candidate"	"ADAPTER-IF-001"	"migrate"	"T275 S2"	"typed BOP result/completion mechanics belong with transport, not SoftPC facade"
"adapter-softpc/pending_action.h"	"1eaf1a44185aef0d7ad79a2f1d99a2b4aad38bd111d6b311058e85d6909018da"	"declaration-candidate"	"ADAPTER-IF-001"	"migrate"	"T275 S2"	"typed BOP result/completion mechanics belong with transport"
"adapter-softpc/physical_irq.cc"	"c298b3d0e90be45ef363652f1378a26f7321b769c35a7b84fff9482de1dd52b1"	"implementation-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/physical_irq.h"	"2f1229ff0c779ccf6504355af044464c32d68248d347633e927f0e1071c0a143"	"declaration-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/physical_write_observation.cc"	"daec264e6524d5373c999177d1b4d2cde13becda37e396b2a16e358e0732b762"	"implementation-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/physical_write_observation.h"	"386deebdb69d456e9ebfa636da6555105ae6628c1c1db0182a5b9f4d9dd2d8f6"	"declaration-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/port_action.cc"	"e696e1ade615434c5877edbb0a06782ebe39f025175f5f72f950976c76a8c6de"	"implementation-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/port_action.h"	"7b87ad9f85f95c164a07e149e8a4e455674c55fec9b62575cf15a0f686a43dc0"	"declaration-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/protected_range_action.cc"	"1c35f2aeba679b8671f4ea1835d1647f0c4e52601ed6a9b76500428b0d8b3bff"	"implementation-candidate"	"ADAPTER-IF-002"	"retire"	"session or owner package"	"duplicate manager or narrow project helper, not original same-shaped facade"
"adapter-softpc/protected_range_action.h"	"01718ba79b262c784226f9b5fd001c260679492a4d4d9673a3855bfdcaa37e4b"	"declaration-candidate"	"ADAPTER-IF-002"	"retire"	"session or owner package"	"duplicate manager or narrow project helper"
"adapter-softpc/README.md"	"33856b6a48be814bb6f83a6777402ae344f9666ef081fc6780d718fc46395ac4"	"supporting-reference"	"REFERENCE"	"retain-as-reference-only"	"docs/etc or source provenance"	"not an adapter ABI input"
"adapter-softpc/segment_access_observation.cc"	"18ad1999ed2ef608c611bee6dbc51d51ff745f03951bac7b2e0abdce50aeae35"	"implementation-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/segment_access_observation.h"	"340da097f84c124d30e1d72057728d4663a3dff9cbaf28fe10495f6e3c0aa35c"	"declaration-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/session_resource_abi.c"	"64b3ef619b5a48abc85d9bf856d360896cc2532a5cb97a3167c7c9fb721e3e31"	"implementation-candidate"	"ADAPTER-IF-002"	"split-recover"	"T275 S3"	"bounded register/SAS mapping facade, using session-owned mapping instances"
"adapter-softpc/session_resource_abi.h"	"f508fdd309bf9a39c5fbcaa7ee2df43df7c9cd161ff4e57808cd99a6c00dc7f8"	"declaration-candidate"	"ADAPTER-IF-002"	"split-recover"	"T275 S3"	"bounded register/SAS mapping facade"
"adapter-softpc/softpc_emm_unavailable_shim.c"	"814c7a2b23ceef5645a8f7d5178cf4af07acad35ae35fb001bc3053b8c9933fd"	"implementation-candidate"	"ADAPTER-IF-004"	"defer"	"XMS owner package"	"XMS machine semantics remain source-owner-specific"
"adapter-softpc/softpc_emm_unavailable_shim.h"	"016fb7a4a89d88efe2619647039d320f31ef116f662837c6a45c7a6842944aa4"	"declaration-candidate"	"ADAPTER-IF-004"	"defer"	"XMS owner package"	"XMS machine semantics remain source-owner-specific"
"adapter-softpc/softpc_int15_watch_shim.h"	"78892aa52afbfe83a9ad780e31815d911a8d3e16f42bc09e6b94138c656852c3"	"declaration-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/softpc_memory_size_shim.c"	"86e150a5b2ab93b71aca4a249ff3d3cd4b83599675d9c68501ef05289b0037ad"	"implementation-candidate"	"ADAPTER-IF-004"	"defer"	"XMS owner package"	"XMS machine semantics remain source-owner-specific"
"adapter-softpc/softpc_memory_size_shim.h"	"84402aa463bc9453e2f0fba3967d23fddbae604cd34208a72573252026f920ea"	"declaration-candidate"	"ADAPTER-IF-004"	"defer"	"XMS owner package"	"XMS machine semantics remain source-owner-specific"
"adapter-softpc/softpc_mouse_vector_shim.c"	"ae64df324d11a8a8ffd0966019d1429ded68499bcd151b489dc3a63780ed8f62"	"implementation-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/softpc_mouse_vector_shim.h"	"b3e350c11f12c66fac74451cb8d1ad32fbbaf42d937dfe366fa7f2f39dede7a9"	"declaration-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/softpc_printer_openclose_shim.c"	"49a2c4e82053d01f7eaeb63c0accd4966f463cd53b32ce86be76d18be097085b"	"implementation-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/softpc_printer_openclose_shim.h"	"15ffdfb85d9ef281c580395422459ee4de1df467b538e19363e0fe3725cf2006"	"declaration-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/softpc_tape_io_shim.c"	"8830f57e6fa4ce4d61c2eb0d75d159a3ffdefcb21ee073d0cda26f1e645c6886"	"implementation-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/softpc_tape_io_shim.h"	"fe2f6bc0da8994e576f96b0ac2e01111f22003122261d3600ad78a0b748f8ccb"	"declaration-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/software_interrupt_observation.cc"	"301045e1faf7ba1af10366087cc7845f81400b20a668722db5445a87b6d25ec6"	"implementation-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/software_interrupt_observation.h"	"b8373e2691760b103f1ba2da8c5f1f46ee87e4574e5dfca2ed57e2189a27d3e9"	"declaration-candidate"	"ADAPTER-IF-006"	"retire"	"documentation-only"	"project observation has no original adapter caller"
"adapter-softpc/spckbd_handoff_shim.c"	"4b5c627c5a6874a36559ebadc55baf4e465ceb251ea27ac1e7e7a2360fe348f9"	"implementation-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-softpc/spckbd_handoff_shim.h"	"e9628c17b6047074e4027be7eb03d4c4cfa9e326600a715c9e89be9dbe91cec7"	"declaration-candidate"	"ADAPTER-IF-005"	"defer"	"machine/VDD/debugger packages"	"device-specific semantics do not belong in generic facade"
"adapter-win32/facade/demfile_create_observation.c"	"27b6725d513a0e8d1595042a0b011fa80ac27de947410b70d6e0dcf14cc2b923"	"implementation-candidate"	"ADAPTER-IF-007"	"retire"	"documentation-only"	"project diagnostic is not an original Win32 facade"
"adapter-win32/facade/demfile_create_observation.h"	"317882b13ea7dea9aac211107c020e784b625fa72ff766e86b54874ec99bde39"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/facade/opennt_command_oem_facade.c"	"53d51ecc08ade215fd5985fe3ce45543ae1e7a30acd3403d55b9a5979ae08443"	"implementation-candidate"	"ADAPTER-IF-008"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_command_oem_facade.h"	"3b7c14520f30f9a6310d3ebc4dbf8f3c0c86d3614283316cdd918af39d3abd1b"	"declaration-candidate"	"ADAPTER-IF-008"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/facade/opennt_dem_file_oem_facade.c"	"c349bbcbfaaba2fbea771b0a1361df45f49b86c9fa4b5e8e3f60b80b671ad300"	"implementation-candidate"	"ADAPTER-IF-007"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_dem_gset_facade.c"	"4df7fd4586fbbd2312b86323ca9b10b3fe497fff46bd50685a35d228d3d4fb6e"	"implementation-candidate"	"ADAPTER-IF-007"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_dem_oem_facade.c"	"14fb300de5645d9e18d186885889c9e13643f5515e4fbd2eef67956df05a4cd2"	"implementation-candidate"	"ADAPTER-IF-007"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_dem_search_facade.c"	"8270d3dd3d91fec5c6901317e8468a78a0fb56d8abc7a6cda571f46049623033"	"implementation-candidate"	"ADAPTER-IF-007"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_error_dialog_facade.c"	"16d4561ec7fc67b4b32def1639c2d30cbfa1678cf23f721849ad590a83b60a70"	"implementation-candidate"	"ADAPTER-IF-009"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_error_dialog_facade.h"	"e8dd49d00aa2c347a859da55aeed528f7ad738582e7963682c13f2966c6495ca"	"declaration-candidate"	"ADAPTER-IF-009"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/facade/opennt_pif_oem_facade.c"	"22a056f481b6da2b1fbc33bd4aba5e88ee7e9646a1e0fecf2c5ebe3450376e95"	"implementation-candidate"	"ADAPTER-IF-007"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_rtl_compat.c"	"01ba8697f4212c32e0d94174efb4eeccffc599eae37f3ba09f9c9b23b3e91190"	"implementation-candidate"	"ADAPTER-IF-008"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_rtl_compat.h"	"c5efeaa035b2e2557c8a4397c920177bc01a86222318f6d63fdb0050c7019149"	"declaration-candidate"	"ADAPTER-IF-008"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/facade/opennt_vdm_api_facade.c"	"9d58f1151fe11aa248b6cb4e59796c18eb78a7cc120967b9baab1f1c257a9097"	"implementation-candidate"	"ADAPTER-IF-008"	"recover-if-reached"	"T275 S4"	"retain only named source-shaped public-Win32 facade"
"adapter-win32/facade/opennt_vdm_api_facade.h"	"e222f370b82434b808cf42b3510bf95a89f6a02db7718a3fc0db5fde4645d533"	"declaration-candidate"	"ADAPTER-IF-008"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/CpuInt_c.h"	"b171b9bb51bf810c5e9f839a88a79a6f1eb66c37c4128069fe3e7972da849ede"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/debug.h"	"04917aecd0acc461b4212f7e8c9429a71f2b69e1f904814a6a037fdd490c01a6"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/nt.h"	"d021b13662680fe4a52bfd12abf45f1090cefb4122b4eccb9e887e36b293fb19"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/nt_mon.h"	"de2c499a8d0e11fa6706b79d2f7726d54fc5abc197b0f0444b36f598a3bb1ec5"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/ntrtl.h"	"04ab9a6e6813107c482629de9c832cf0192022b1a6ad9f45eade941764ea6c3e"	"declaration-candidate"	"ADAPTER-IF-008"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/nturtl.h"	"cf849b0ac8999fdff2773caa6a08d34dcecd70684a9b631594b719fb70826927"	"declaration-candidate"	"ADAPTER-IF-008"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_ccpu_sim32_x86_abi_compat.h"	"654fcc866a85663dd0529529ad07e7a58bfda4213015c99d745c35d639214f6b"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_dbg_seh_spelling.h"	"336ef5a3e6a18cdbad5ae177603e6a122866dfc9333fe3a1d5cb94dec669e16e"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_dem_ntdecl_compat.h"	"70bd14a13de098179fa3e6b1221cecb3b5963a548f16da966d323e3979157ca8"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_disk_ntddstor_compat.h"	"50bde8fe9f88aac2a48d711e6a324c7daffe3cc0afd625ab529ee7e2eb3fff7f"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_dpmi32_native_preamble.h"	"e26ea15388f714b77b193d740a5e6769de0d9dcd9a5b254e1da696fe06d2cbe6"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_host_native_io_compat.h"	"d9e2571cf6a845f753768c0b0f709ec6d0178f23f1f36836ba35b661a362be7a"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_nt_unix_crt_compat.h"	"b6037bb23355e8b18a27effae49a86d04ec24880587d2f33242f1b4e9cd77943"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_sdk_compat.h"	"d89391fe92f58ee355e1526d397675ff12955ccbce0931b53f42a3c31c545a51"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_seh_compat.h"	"217fe02c4ed8c2b8e3c557a3ffb5de6926f172e0bc2c298a7b6e69c913a72c73"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_stage_crt_preamble.h"	"4417465f71eeb50b8f54092702aabec0e763342f7804e3cbf25f124e4af8a65a"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_stage_preamble.h"	"bd5582079fd62f308f6c19dcb5f9e29c82d6bc6d775f7400f6a2fabdf908d196"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/opennt_system_nt_time_compat.h"	"1e2587f9ed3ce2e46bd0023ba1943ce8ec7cbcd7857407a0763d8d782a6246cb"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/sas4gen.h"	"23518dddd97d6fefd718c0331cbf26159935148df9e1f2116f08dfa307955a7c"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/vdm.h"	"2f752bb3509da479a1ccc99be0015c1b46b0be89dc3ddd0c6c13ecf4dd0bfb38"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/vdmtib.h"	"96b38b7d5fd7bd9a88a48ad4b27a8a9605fd76391bd5fda0d62e4e34115e2cc6"	"declaration-candidate"	"ADAPTER-IF-008"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/compiler/winbasep.h"	"c07851ab3d53f37dc0cc5b2e07a43dc862995e9605825ccb7969dde5fed08b15"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/conapi.h"	"1a78135501f91ac2a004cb68c5831c626e907481afc62970eb97747d16485de2"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/opennt_dem_file_oem_facade.h"	"e478d51bbd6ee4122dedd8250f418bf76baf4f1e0928da3b2c43ceda56814d6f"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/opennt_dem_gset_facade.h"	"25b5e4d87ca82610ea30ecb13b25b50b5e92b03f6b4d73a2c40dba186da256de"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/opennt_dem_oem_facade.h"	"964f96edb2b85323444f3362e5e4d9f525f059b044da8346955578256ae89f78"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/opennt_dem_search_facade.h"	"232a375080a4abbd0e4bc0797e84300f4573920736af6bd559342225adccffea"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/opennt_pif_oem_facade.h"	"8339f0d87ce9711d8e778ec31714e9cf18ab773c7c4bd943c10d19fbd7d5383b"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/opennt_rtl_types.h"	"59c8d2450551b8abc2585547bcf62937fedecc55de2f5be3c42675643ba4f128"	"declaration-candidate"	"ADAPTER-IF-008"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/pif.h"	"224f6bdf5cfa15a37d95f97e24c30d37d947d5f7f5199d50aeab65b39d150c55"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/pmvdm.h"	"d9bc8a4e975f9d2bc1aef89d8e8854f2dc8ad8fac53b49d6f4998bccafd4afc8"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/winconp.h"	"26b1b3cff877ee2802aeff0eeab04f1daf7127e63279bcaa990c8b4f97384f2d"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/include/opennt-api/winuserp.h"	"b2838ae608353a14659b85c2be290034a6bb02dee9ac078e82c298f2f9b9b513"	"declaration-candidate"	"ADAPTER-IF-007"	"compare-then-recover-if-required-by-S4"	"T275 S4"	"retain only exact declaration closure of an admitted source-shaped facade"
"adapter-win32/README.md"	"20e4904acfb28c3927e3c6822448c075a81ca8be76c62c277f01c30292947054"	"supporting-reference"	"REFERENCE"	"retain-as-reference-only"	"docs/etc or source provenance"	"not an adapter ABI input"
