one_ledger1_identity	caller_physical_identity	caller_source_path	caller_symbol	call_source_line	callee_spelling	call_form	source_definition_result	signature_disposition	seed_class	final_adoption_disposition	owner	next_action
"MVDM-HOST-ONE1-000119"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|6|read_name"	"bde/bdesym.c"	"read_name"	"19"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000120"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"67"	"strcpy"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000121"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"68"	"OpenFile"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000122"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"71"	"strcpy"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000123"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"72"	"strcat"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000124"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"74"	"OpenFile"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000125"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"77"	"strcpy"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000126"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"78"	"strcat"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000127"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"80"	"OpenFile"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000128"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"87"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000129"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"96"	"_llseek"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000130"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"101"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000131"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"110"	"_llseek"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000132"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"115"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000133"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"173"	"_lclose"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000134"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"184"	"_llseek"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000135"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"189"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000136"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"199"	"wsprintf"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"signature-or-condition-form-unresolved"	""	"owner-local-signature-or-condition-binding"	"caller owner package"	"not an import candidate; resolve only when the original caller package is admitted"
"MVDM-HOST-ONE1-000137"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"206"	"_llseek"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000138"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"211"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000139"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"221"	"wsprintf"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"signature-or-condition-form-unresolved"	""	"owner-local-signature-or-condition-binding"	"caller owner package"	"not an import candidate; resolve only when the original caller package is admitted"
"MVDM-HOST-ONE1-000140"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"FindExport"	"230"	"_lclose"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000141"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|235|read_symbol"	"bde/bdesym.c"	"read_symbol"	"243"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000142"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"293"	"strcpy"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000144"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"307"	"strcpy"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000145"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"308"	"strcat"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000146"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"310"	"OpenFile"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000147"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"321"	"wsprintf"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"signature-or-condition-form-unresolved"	""	"owner-local-signature-or-condition-binding"	"caller owner package"	"not an import candidate; resolve only when the original caller package is admitted"
"MVDM-HOST-ONE1-000148"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"328"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000149"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"331"	"_lclose"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000150"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"336"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000151"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"339"	"_lclose"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000152"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"343"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000153"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"346"	"_lclose"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000154"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"349"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000155"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"352"	"_lclose"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000156"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"355"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000157"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"358"	"_lclose"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000158"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"361"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000159"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"364"	"_lclose"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-000160"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|255|FindSymbol"	"bde/bdesym.c"	"FindSymbol"	"369"	"_lread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
