signature_gate_id	binding_id	resolution_id	one_ledger1_identity	callee_spelling	selected_definition_identity	caller_argument_count	declaration_argument_counts	definition_argument_count	caller_condition_context	definition_condition_context	signature_disposition	next_action	boundary
"MVDM-HOST-ONE1-SIGNATURE-000042"	"MVDM-HOST-ONE1-BINDING-001077"	"MVDM-HOST-ONE1-RESOLUTION-000649"	"MVDM-HOST-ONE1-000745"	"nt_fdisk_verify"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|437|nt_fdisk_verify"	"3"	"3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000043"	"MVDM-HOST-ONE1-BINDING-001078"	"MVDM-HOST-ONE1-RESOLUTION-000650"	"MVDM-HOST-ONE1-000746"	"nt_floppy_media_check"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|956|nt_floppy_media_check"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000044"	"MVDM-HOST-ONE1-BINDING-001079"	"MVDM-HOST-ONE1-RESOLUTION-000651"	"MVDM-HOST-ONE1-000747"	"nt_floppy_close"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|878|nt_floppy_close"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000045"	"MVDM-HOST-ONE1-BINDING-001080"	"MVDM-HOST-ONE1-RESOLUTION-000652"	"MVDM-HOST-ONE1-000748"	"nt_floppy_read"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|711|nt_floppy_read"	"4"	"4"	"4"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000046"	"MVDM-HOST-ONE1-BINDING-001083"	"MVDM-HOST-ONE1-RESOLUTION-000654"	"MVDM-HOST-ONE1-000750"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DEVL"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000047"	"MVDM-HOST-ONE1-BINDING-001090"	"MVDM-HOST-ONE1-RESOLUTION-000657"	"MVDM-HOST-ONE1-000755"	"nt_fdisk_init"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|269|nt_fdisk_init"	"3"	"3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000048"	"MVDM-HOST-ONE1-BINDING-001095"	"MVDM-HOST-ONE1-RESOLUTION-000660"	"MVDM-HOST-ONE1-000758"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000049"	"MVDM-HOST-ONE1-BINDING-001096"	"MVDM-HOST-ONE1-RESOLUTION-000662"	"MVDM-HOST-ONE1-000760"	"CreateDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|680|CreateDirectoryOem"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000050"	"MVDM-HOST-ONE1-BINDING-001097"	"MVDM-HOST-ONE1-RESOLUTION-000664"	"MVDM-HOST-ONE1-000762"	"RemoveDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|717|RemoveDirectoryOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000051"	"MVDM-HOST-ONE1-BINDING-001098"	"MVDM-HOST-ONE1-RESOLUTION-000666"	"MVDM-HOST-ONE1-000764"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000052"	"MVDM-HOST-ONE1-BINDING-001099"	"MVDM-HOST-ONE1-RESOLUTION-000667"	"MVDM-HOST-ONE1-000765"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000053"	"MVDM-HOST-ONE1-BINDING-001103"	"MVDM-HOST-ONE1-RESOLUTION-000669"	"MVDM-HOST-ONE1-000767"	"SetEnvironmentVariableOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|661|SetEnvironmentVariableOem"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000054"	"MVDM-HOST-ONE1-BINDING-001105"	"MVDM-HOST-ONE1-RESOLUTION-000672"	"MVDM-HOST-ONE1-000770"	"SetCurrentDirectoryOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|635|SetCurrentDirectoryOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000055"	"MVDM-HOST-ONE1-BINDING-001106"	"MVDM-HOST-ONE1-RESOLUTION-000673"	"MVDM-HOST-ONE1-000771"	"SetEnvironmentVariableOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|661|SetEnvironmentVariableOem"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000056"	"MVDM-HOST-ONE1-BINDING-001109"	"MVDM-HOST-ONE1-RESOLUTION-000675"	"MVDM-HOST-ONE1-000773"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000057"	"MVDM-HOST-ONE1-BINDING-001112"	"MVDM-HOST-ONE1-RESOLUTION-000677"	"MVDM-HOST-ONE1-000775"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000058"	"MVDM-HOST-ONE1-BINDING-001115"	"MVDM-HOST-ONE1-RESOLUTION-000679"	"MVDM-HOST-ONE1-000777"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000059"	"MVDM-HOST-ONE1-BINDING-001118"	"MVDM-HOST-ONE1-RESOLUTION-000681"	"MVDM-HOST-ONE1-000779"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000060"	"MVDM-HOST-ONE1-BINDING-001121"	"MVDM-HOST-ONE1-RESOLUTION-000683"	"MVDM-HOST-ONE1-000781"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000061"	"MVDM-HOST-ONE1-BINDING-001124"	"MVDM-HOST-ONE1-RESOLUTION-000685"	"MVDM-HOST-ONE1-000783"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000062"	"MVDM-HOST-ONE1-BINDING-001127"	"MVDM-HOST-ONE1-RESOLUTION-000689"	"MVDM-HOST-ONE1-000787"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000063"	"MVDM-HOST-ONE1-BINDING-001130"	"MVDM-HOST-ONE1-RESOLUTION-000691"	"MVDM-HOST-ONE1-000789"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000064"	"MVDM-HOST-ONE1-BINDING-001133"	"MVDM-HOST-ONE1-RESOLUTION-000693"	"MVDM-HOST-ONE1-000791"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000065"	"MVDM-HOST-ONE1-BINDING-001136"	"MVDM-HOST-ONE1-RESOLUTION-000695"	"MVDM-HOST-ONE1-000793"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000066"	"MVDM-HOST-ONE1-BINDING-001143"	"MVDM-HOST-ONE1-RESOLUTION-000698"	"MVDM-HOST-ONE1-000796"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000067"	"MVDM-HOST-ONE1-BINDING-001147"	"MVDM-HOST-ONE1-RESOLUTION-000701"	"MVDM-HOST-ONE1-000799"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000068"	"MVDM-HOST-ONE1-BINDING-001154"	"MVDM-HOST-ONE1-RESOLUTION-000704"	"MVDM-HOST-ONE1-000802"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000069"	"MVDM-HOST-ONE1-BINDING-001158"	"MVDM-HOST-ONE1-RESOLUTION-000707"	"MVDM-HOST-ONE1-000805"	"OutputDebugStringOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|998|OutputDebugStringOem"	"1"	"1;1"	"1"	"if:DBG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000070"	"MVDM-HOST-ONE1-BINDING-001178"	"MVDM-HOST-ONE1-RESOLUTION-000721"	"MVDM-HOST-ONE1-000819"	"GetVolumeInformationOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|847|GetVolumeInformationOem"	"8"	"8;8"	"8"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
