"effective_id"	"disposition_id"	"call_id"	"caller_file_id"	"caller_path"	"caller_package"	"caller_line"	"symbol"	"declaration_path"	"declaration_package"	"caller_final_disposition"	"effective_state"	"family"	"owner"	"retained_interface_shape"	"mapping_rule"	"failure_disposition"	"source_form_evidence"	"limitation"	"evidence"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00042"	"MVDM-BOUNDARY-00042"	"MVDM-CALL-001959"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"467"	"TerminateVDM"	"inc/softpc.h"	"inc"	"adapter-backed"	"reviewed-future-host"	"session-controlled-termination"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"source-form reviewed; implementation not enabled"	"dos/command/cmdmisc.c:467; inc/softpc.h:132"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00043"	"MVDM-BOUNDARY-00043"	"MVDM-CALL-002039"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"789"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/command/cmdmisc.c:789; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00044"	"MVDM-BOUNDARY-00044"	"MVDM-CALL-002121"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"110"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:110; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00045"	"MVDM-BOUNDARY-00045"	"MVDM-CALL-002125"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"128"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:128; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00046"	"MVDM-BOUNDARY-00046"	"MVDM-CALL-002136"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"202"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:202; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00047"	"MVDM-BOUNDARY-00047"	"MVDM-CALL-002138"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"204"	"TerminateVDM"	"inc/softpc.h"	"inc"	"adapter-backed"	"reviewed-future-host"	"session-controlled-termination"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:204; inc/softpc.h:132"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00048"	"MVDM-BOUNDARY-00048"	"MVDM-CALL-002140"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"212"	"nt_std_handle_notification"	"dos/command/cmd.h"	"dos"	"adapter-backed"	"reviewed-future-host"	"COMMAND-session-event-lifecycle"	"session -> adapter-win32"	"original BOOL redirection notification, including stdoutRedirected state"	"session host_resource mapping instance owns any host standard-stream identity"	"record redirection state; X86GFX/full-screen branch is a named display successor"	"softpc.new/host/src/nt_msscs.c:1067 records stdoutRedirected; X86GFX extends it with historical full-screen behavior"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:212; dos/command/cmd.h:255"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00049"	"MVDM-BOUNDARY-00049"	"MVDM-CALL-002141"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"217"	"nt_std_handle_notification"	"dos/command/cmd.h"	"dos"	"adapter-backed"	"reviewed-future-host"	"COMMAND-session-event-lifecycle"	"session -> adapter-win32"	"original BOOL redirection notification, including stdoutRedirected state"	"session host_resource mapping instance owns any host standard-stream identity"	"record redirection state; X86GFX/full-screen branch is a named display successor"	"softpc.new/host/src/nt_msscs.c:1067 records stdoutRedirected; X86GFX extends it with historical full-screen behavior"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:217; dos/command/cmd.h:255"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00050"	"MVDM-BOUNDARY-00050"	"MVDM-CALL-002149"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"250"	"TerminateVDM"	"inc/softpc.h"	"inc"	"adapter-backed"	"reviewed-future-host"	"session-controlled-termination"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:250; inc/softpc.h:132"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00051"	"MVDM-BOUNDARY-00051"	"MVDM-CALL-002158"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"267"	"TerminateVDM"	"inc/softpc.h"	"inc"	"adapter-backed"	"reviewed-future-host"	"session-controlled-termination"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:267; inc/softpc.h:132"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00052"	"MVDM-BOUNDARY-00052"	"MVDM-CALL-002169"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"299"	"TerminateVDM"	"inc/softpc.h"	"inc"	"adapter-backed"	"reviewed-future-host"	"session-controlled-termination"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:299; inc/softpc.h:132"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00053"	"MVDM-BOUNDARY-00053"	"MVDM-CALL-002183"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"350"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:350; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00054"	"MVDM-BOUNDARY-00054"	"MVDM-CALL-002215"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"484"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:484; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00055"	"MVDM-BOUNDARY-00055"	"MVDM-CALL-002241"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"602"	"cmdPipeFileDataEOF"	"dos/dem/dem.h"	"dos"	"adapter-backed"	"reviewed-future-host"	"COMMAND-local-pipe-observation"	"opennt-mvdm-host COMMAND provider -> session -> adapter-win32"	"original BOOL(HANDLE,BOOL*) data/EOF query and timeout ordering"	"session host_resource mapping instance resolves the opaque host stream endpoint"	"retain TRUE/new-data-or-EOF and fEOF behavior; brokered pipe protocol belongs to adapter-redir"	"dos/command/cmdredir.c:602 defines the original pipe-data/EOF query over PPIPE_INPUT and HANDLE"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:602; dos/dem/dem.h:256"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00056"	"MVDM-BOUNDARY-00056"	"MVDM-CALL-002247"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"641"	"cmdPipeFileEOF"	"dos/dem/dem.h"	"dos"	"adapter-backed"	"reviewed-future-host"	"COMMAND-local-pipe-observation"	"opennt-mvdm-host COMMAND provider -> session -> adapter-win32"	"original BOOL(HANDLE) EOF query and timeout ordering"	"session host_resource mapping instance resolves the opaque host stream endpoint"	"retain EOF result; brokered pipe protocol belongs to adapter-redir"	"dos/command/cmdredir.c:641 defines the original pipe EOF query over PPIPE_INPUT and HANDLE"	"source-form reviewed; implementation not enabled"	"dos/command/cmdredir.c:641; dos/dem/dem.h:257"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00057"	"MVDM-BOUNDARY-00057"	"MVDM-CALL-002253"	"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"23"	"TerminateVDM"	"inc/softpc.h"	"inc"	"adapter-backed"	"reviewed-future-host"	"session-controlled-termination"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"source-form reviewed; implementation not enabled"	"dos/dem/dem.c:23; inc/softpc.h:132"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00058"	"MVDM-BOUNDARY-00058"	"MVDM-CALL-002256"	"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"42"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/dem/dem.c:42; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00059"	"MVDM-BOUNDARY-00059"	"MVDM-CALL-002259"	"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"68"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT getenv call and caller-side NULL handling"	"none"	"preserve original caller-side absent-variable path"	"the original host uses the CRT getenv form; softpc.new/obj.vdm/ntvdm.c contains a product-specific wrapper that is not a host-runtime provider"	"source-form reviewed; implementation not enabled"	"dos/dem/dem.c:68; softpc.new/base/inc/standard.h:84"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00060"	"MVDM-BOUNDARY-00060"	"MVDM-CALL-002260"	"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"70"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT getenv call and caller-side NULL handling"	"none"	"preserve original caller-side absent-variable path"	"the original host uses the CRT getenv form; softpc.new/obj.vdm/ntvdm.c contains a product-specific wrapper that is not a host-runtime provider"	"source-form reviewed; implementation not enabled"	"dos/dem/dem.c:70; softpc.new/base/inc/standard.h:84"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00061"	"MVDM-BOUNDARY-00061"	"MVDM-CALL-002281"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"145"	"host_direct_access_error"	"inc/softpc.h"	"inc"	"adapter-backed"	"reviewed-future-host"	"top-level-direct-device-error"	"opennt-mvdm-host nt_error -> adapter-win32 -> session"	"original void reason-coded direct-access error call"	"no guest pointer or raw process-control state crosses the boundary"	"preserve reason and per-thread duplicate suppression; Ignore resumes caller path, Terminate requests controlled stop"	"softpc.new/host/src/nt_error.c:217 defines original direct-device error dispatch by reason code"	"source-form reviewed; implementation not enabled"	"dos/dem/demdasd.c:145; inc/softpc.h:47"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00062"	"MVDM-BOUNDARY-00062"	"MVDM-CALL-002342"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"456"	"host_direct_access_error"	"inc/softpc.h"	"inc"	"adapter-backed"	"reviewed-future-host"	"top-level-direct-device-error"	"opennt-mvdm-host nt_error -> adapter-win32 -> session"	"original void reason-coded direct-access error call"	"no guest pointer or raw process-control state crosses the boundary"	"preserve reason and per-thread duplicate suppression; Ignore resumes caller path, Terminate requests controlled stop"	"softpc.new/host/src/nt_error.c:217 defines original direct-device error dispatch by reason code"	"source-form reviewed; implementation not enabled"	"dos/dem/demdasd.c:456; inc/softpc.h:47"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00063"	"MVDM-BOUNDARY-00063"	"MVDM-CALL-002360"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"513"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"bounded-machine-run"	"adapter-softpc -> adapter-bochs"	"original host_simulate call shape"	"S3 typed machine request; no pointer mapping"	"use S3 caller-return-path failure disposition"	"softpc.new/host/inc/host_cpu.h publishes original host_simulate; S3 records its Bochs-only executor disposition"	"source-form reviewed; implementation not enabled"	"dos/dem/demdasd.c:513; softpc.new/host/inc/host.h:42"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00064"	"MVDM-BOUNDARY-00064"	"MVDM-CALL-002367"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"532"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"bounded-machine-run"	"adapter-softpc -> adapter-bochs"	"original host_simulate call shape"	"S3 typed machine request; no pointer mapping"	"use S3 caller-return-path failure disposition"	"softpc.new/host/inc/host_cpu.h publishes original host_simulate; S3 records its Bochs-only executor disposition"	"source-form reviewed; implementation not enabled"	"dos/dem/demdasd.c:532; softpc.new/host/inc/host.h:42"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00065"	"MVDM-BOUNDARY-00065"	"MVDM-CALL-002383"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"652"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/dem/demdasd.c:652; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00066"	"MVDM-BOUNDARY-00066"	"MVDM-CALL-002403"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"704"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"adapter-backed"	"reviewed-future-host"	"CRT-allocation-and-environment"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"source-form reviewed; implementation not enabled"	"dos/dem/demdasd.c:704; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00067"	"MVDM-BOUNDARY-00067"	"MVDM-CALL-003215"	"MVDM-FILE-0045"	"dos/dem/demhndl.c"	"dos"	"572"	"cmdPipeFileDataEOF"	"dos/dem/dem.h"	"dos"	"adapter-backed"	"reviewed-future-host"	"COMMAND-local-pipe-observation"	"opennt-mvdm-host COMMAND provider -> session -> adapter-win32"	"original BOOL(HANDLE,BOOL*) data/EOF query and timeout ordering"	"session host_resource mapping instance resolves the opaque host stream endpoint"	"retain TRUE/new-data-or-EOF and fEOF behavior; brokered pipe protocol belongs to adapter-redir"	"dos/command/cmdredir.c:602 defines the original pipe-data/EOF query over PPIPE_INPUT and HANDLE"	"source-form reviewed; implementation not enabled"	"dos/dem/demhndl.c:572; dos/dem/dem.h:256"
