canonical_interface_id	callee_spelling	raw_call_site_count	raw_candidate_ids	caller_definition_count	caller_source_identities	initial_first_degree_statuses	prior_semantic_dispositions	boundary
"MVDM-FIRST-INTERFACE-000087"	"cannot_phy_write_byte"	"7"	"MVDM-FIRST-CANDIDATE-000328;MVDM-FIRST-CANDIDATE-000331;MVDM-FIRST-CANDIDATE-000338;MVDM-FIRST-CANDIDATE-000339;MVDM-FIRST-CANDIDATE-000340;MVDM-FIRST-CANDIDATE-000342;MVDM-FIRST-CANDIDATE-000343"	"5"	"softpc.new/base/ccpu386/c_page.c:698;softpc.new/base/ccpu386/c_page.c:789;softpc.new/base/ccpu386/c_tlb.c:528;softpc.new/base/ccpu386/c_tlb.c:538;softpc.new/base/ccpu386/c_tlb.c:807;softpc.new/base/ccpu386/c_tlb.c:818;softpc.new/base/ccpu386/c_tlb.c:950"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000088"	"cannot_phy_write_dword"	"2"	"MVDM-FIRST-CANDIDATE-000329;MVDM-FIRST-CANDIDATE-000332"	"2"	"softpc.new/base/ccpu386/c_page.c:731;softpc.new/base/ccpu386/c_page.c:818"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000089"	"cannot_phy_write_word"	"2"	"MVDM-FIRST-CANDIDATE-000330;MVDM-FIRST-CANDIDATE-000333"	"2"	"softpc.new/base/ccpu386/c_page.c:763;softpc.new/base/ccpu386/c_page.c:848"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000090"	"ceil"	"5"	"MVDM-FIRST-CANDIDATE-000349;MVDM-FIRST-CANDIDATE-000352;MVDM-FIRST-CANDIDATE-000355;MVDM-FIRST-CANDIDATE-000356;MVDM-FIRST-CANDIDATE-000369"	"2"	"softpc.new/base/ccpu386/fpu.c:528;softpc.new/base/ccpu386/fpu.c:534;softpc.new/base/ccpu386/fpu.c:548;softpc.new/base/ccpu386/fpu.c:555;softpc.new/base/ccpu386/fpu.c:4511"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000091"	"CheckRadioButton"	"1"	"MVDM-FIRST-CANDIDATE-002753"	"1"	"wow32/wudlg.c:249"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000092"	"Chord"	"1"	"MVDM-FIRST-CANDIDATE-002267"	"1"	"wow32/wgdi.c:165"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000093"	"ClearCommBreak"	"3"	"MVDM-FIRST-CANDIDATE-001335;MVDM-FIRST-CANDIDATE-001346;MVDM-FIRST-CANDIDATE-002715"	"3"	"softpc.new/host/src/nt_com.c:568;softpc.new/host/src/nt_com.c:1074;wow32/wucomm.c:146"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000094"	"ClearCommError"	"6"	"MVDM-FIRST-CANDIDATE-001344;MVDM-FIRST-CANDIDATE-001352;MVDM-FIRST-CANDIDATE-001354;MVDM-FIRST-CANDIDATE-001359;MVDM-FIRST-CANDIDATE-001361;MVDM-FIRST-CANDIDATE-002742"	"4"	"softpc.new/host/src/nt_com.c:965;softpc.new/host/src/nt_com.c:1360;softpc.new/host/src/nt_com.c:1392;softpc.new/host/src/nt_com.c:1744;softpc.new/host/src/nt_com.c:1789;wow32/wucomm.c:2169"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000095"	"clearconsole"	"1"	"MVDM-FIRST-CANDIDATE-001991"	"1"	"v86/scaffold/i386/fakevid.c:94"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000096"	"clock"	"1"	"MVDM-FIRST-CANDIDATE-001033"	"1"	"softpc.new/base/debug/profile.c:2516"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000097"	"CloseMetaFile"	"2"	"MVDM-FIRST-CANDIDATE-002445;MVDM-FIRST-CANDIDATE-002447"	"2"	"wow32/wgmeta.c:138;wow32/wgmeta.c:428"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000098"	"cmos_read"	"22"	"MVDM-FIRST-CANDIDATE-001097;MVDM-FIRST-CANDIDATE-001098;MVDM-FIRST-CANDIDATE-001142;MVDM-FIRST-CANDIDATE-001143;MVDM-FIRST-CANDIDATE-001144;MVDM-FIRST-CANDIDATE-001145;MVDM-FIRST-CANDIDATE-001148;MVDM-FIRST-CANDIDATE-001149;MVDM-FIRST-CANDIDATE-001153;MVDM-FIRST-CANDIDATE-001155;MVDM-FIRST-CANDIDATE-001156;MVDM-FIRST-CANDIDATE-001157;MVDM-FIRST-CANDIDATE-001158;MVDM-FIRST-CANDIDATE-001161;MVDM-FIRST-CANDIDATE-001162;MVDM-FIRST-CANDIDATE-001168;MVDM-FIRST-CANDIDATE-001170;MVDM-FIRST-CANDIDATE-001173;MVDM-FIRST-CANDIDATE-001174;MVDM-FIRST-CANDIDATE-001178;MVDM-FIRST-CANDIDATE-001180;MVDM-FIRST-CANDIDATE-001182"	"3"	"softpc.new/base/disks/floppy.c:2412;softpc.new/base/disks/floppy.c:2422;softpc.new/base/support/time_day.c:237;softpc.new/base/support/time_day.c:238;softpc.new/base/support/time_day.c:239;softpc.new/base/support/time_day.c:240;softpc.new/base/support/time_day.c:270;softpc.new/base/support/time_day.c:271;softpc.new/base/support/time_day.c:276;softpc.new/base/support/time_day.c:294;softpc.new/base/support/time_day.c:295;softpc.new/base/support/time_day.c:296;softpc.new/base/support/time_day.c:297;softpc.new/base/support/time_day.c:327;softpc.new/base/support/time_day.c:328;softpc.new/base/support/time_day.c:335;softpc.new/base/support/time_day.c:342;softpc.new/base/support/time_day.c:355;softpc.new/base/support/time_day.c:356;softpc.new/base/support/time_day.c:364;softpc.new/base/support/time_day.c:371;softpc.new/base/support/time_day.c:821"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000099"	"cmos_write"	"21"	"MVDM-FIRST-CANDIDATE-001146;MVDM-FIRST-CANDIDATE-001147;MVDM-FIRST-CANDIDATE-001150;MVDM-FIRST-CANDIDATE-001151;MVDM-FIRST-CANDIDATE-001152;MVDM-FIRST-CANDIDATE-001154;MVDM-FIRST-CANDIDATE-001159;MVDM-FIRST-CANDIDATE-001160;MVDM-FIRST-CANDIDATE-001163;MVDM-FIRST-CANDIDATE-001164;MVDM-FIRST-CANDIDATE-001165;MVDM-FIRST-CANDIDATE-001166;MVDM-FIRST-CANDIDATE-001167;MVDM-FIRST-CANDIDATE-001169;MVDM-FIRST-CANDIDATE-001171;MVDM-FIRST-CANDIDATE-001172;MVDM-FIRST-CANDIDATE-001175;MVDM-FIRST-CANDIDATE-001176;MVDM-FIRST-CANDIDATE-001177;MVDM-FIRST-CANDIDATE-001179;MVDM-FIRST-CANDIDATE-001181"	"1"	"softpc.new/base/support/time_day.c:268;softpc.new/base/support/time_day.c:269;softpc.new/base/support/time_day.c:273;softpc.new/base/support/time_day.c:274;softpc.new/base/support/time_day.c:275;softpc.new/base/support/time_day.c:278;softpc.new/base/support/time_day.c:325;softpc.new/base/support/time_day.c:326;softpc.new/base/support/time_day.c:330;softpc.new/base/support/time_day.c:331;softpc.new/base/support/time_day.c:332;softpc.new/base/support/time_day.c:333;softpc.new/base/support/time_day.c:334;softpc.new/base/support/time_day.c:336;softpc.new/base/support/time_day.c:353;softpc.new/base/support/time_day.c:354;softpc.new/base/support/time_day.c:358;softpc.new/base/support/time_day.c:359;softpc.new/base/support/time_day.c:360;softpc.new/base/support/time_day.c:366;softpc.new/base/support/time_day.c:373"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000100"	"CombineRgn"	"1"	"MVDM-FIRST-CANDIDATE-002268"	"1"	"wow32/wgdi.c:187"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000101"	"CompareFileTime"	"2"	"MVDM-FIRST-CANDIDATE-000303;MVDM-FIRST-CANDIDATE-000304"	"1"	"fax/wowfaxui/wfupgrad.c:101;fax/wowfaxui/wfupgrad.c:108"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000102"	"config_get"	"1"	"MVDM-FIRST-CANDIDATE-001185"	"1"	"softpc.new/base/system/cmos.c:1116"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000103"	"config_put"	"1"	"MVDM-FIRST-CANDIDATE-001186"	"1"	"softpc.new/base/system/cmos.c:1122"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000104"	"ConnectNamedPipe"	"1"	"MVDM-FIRST-CANDIDATE-001290"	"1"	"softpc.new/debugger/vdmdebug.c:131"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000105"	"ConsoleMenuControl"	"2"	"MVDM-FIRST-CANDIDATE-001621;MVDM-FIRST-CANDIDATE-001663"	"2"	"softpc.new/host/src/nt_hosts.c:338;softpc.new/host/src/nt_mouse.c:1853"	"requires-first-degree-source-audit"	"private-console-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000106"	"ContinueDebugEvent"	"1"	"MVDM-FIRST-CANDIDATE-002067"	"1"	"vdmdbg/vdmdbg.c:1599"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000107"	"ConvertDIB16"	"1"	"MVDM-FIRST-CANDIDATE-002240"	"1"	"wow32/wddeml32.c:1242"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000108"	"ConvertDIB32"	"1"	"MVDM-FIRST-CANDIDATE-002238"	"1"	"wow32/wddeml32.c:1121"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000109"	"ConvertMetaFile16"	"1"	"MVDM-FIRST-CANDIDATE-002241"	"1"	"wow32/wddeml32.c:1266"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000110"	"ConvertMetaFile32"	"1"	"MVDM-FIRST-CANDIDATE-002239"	"1"	"wow32/wddeml32.c:1156"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000111"	"cos"	"4"	"MVDM-FIRST-CANDIDATE-000362;MVDM-FIRST-CANDIDATE-000363;MVDM-FIRST-CANDIDATE-000373;MVDM-FIRST-CANDIDATE-000375"	"2"	"softpc.new/base/ccpu386/fpu.c:2793;softpc.new/base/ccpu386/fpu.c:2815;softpc.new/base/ccpu386/fpu.c:4697;softpc.new/base/ccpu386/fpu.c:4728"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000112"	"CountClipboardFormats"	"1"	"MVDM-FIRST-CANDIDATE-002707"	"1"	"wow32/wuclip.c:109"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000113"	"Cpu_set_vid_rd_ptrs"	"7"	"MVDM-FIRST-CANDIDATE-001221;MVDM-FIRST-CANDIDATE-001223;MVDM-FIRST-CANDIDATE-001225;MVDM-FIRST-CANDIDATE-001226;MVDM-FIRST-CANDIDATE-001227;MVDM-FIRST-CANDIDATE-001228;MVDM-FIRST-CANDIDATE-001229"	"4"	"softpc.new/base/video/cga.c:1385;softpc.new/base/video/cga.c:1390;softpc.new/base/video/ega_read.c:772;softpc.new/base/video/ega_read.c:918;softpc.new/base/video/ega_read.c:961;softpc.new/base/video/ega_read.c:964;softpc.new/base/video/ega_read.c:990"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000114"	"Cpu_set_vid_wrt_ptrs"	"7"	"MVDM-FIRST-CANDIDATE-001220;MVDM-FIRST-CANDIDATE-001222;MVDM-FIRST-CANDIDATE-001224;MVDM-FIRST-CANDIDATE-001247;MVDM-FIRST-CANDIDATE-001248;MVDM-FIRST-CANDIDATE-001249;MVDM-FIRST-CANDIDATE-001273"	"5"	"softpc.new/base/video/cga.c:1384;softpc.new/base/video/cga.c:1389;softpc.new/base/video/ega_prts.c:2944;softpc.new/base/video/ega_writ.c:493;softpc.new/base/video/ega_writ.c:496;softpc.new/base/video/ega_writ.c:834;softpc.new/base/video/vga_prts.c:2160"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000115"	"CreateBitmapIndirect"	"1"	"MVDM-FIRST-CANDIDATE-002269"	"1"	"wow32/wgdi.c:242"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000116"	"CreateBrushIndirect"	"3"	"MVDM-FIRST-CANDIDATE-002270;MVDM-FIRST-CANDIDATE-002272;MVDM-FIRST-CANDIDATE-002277"	"3"	"wow32/wgdi.c:300;wow32/wgdi.c:461;wow32/wgdi.c:753"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000117"	"CreateCompatibleBitmap"	"1"	"MVDM-FIRST-CANDIDATE-002271"	"1"	"wow32/wgdi.c:321"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000118"	"CreateConsoleScreenBuffer"	"1"	"MVDM-FIRST-CANDIDATE-001601"	"1"	"softpc.new/host/src/nt_graph.c:2095"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000119"	"CreateDIBSection"	"2"	"MVDM-FIRST-CANDIDATE-002243;MVDM-FIRST-CANDIDATE-002246"	"2"	"wow32/wdib.c:270;wow32/wdib.c:642"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000120"	"CreateDirectoryOem"	"1"	"MVDM-FIRST-CANDIDATE-000108"	"1"	"dos/dem/demdir.c:49"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000121"	"CreateEllipticRgn"	"1"	"MVDM-FIRST-CANDIDATE-002273"	"1"	"wow32/wgdi.c:575"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000122"	"CreateEllipticRgnIndirect"	"1"	"MVDM-FIRST-CANDIDATE-002274"	"1"	"wow32/wgdi.c:596"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000123"	"CreateFileOem"	"9"	"MVDM-FIRST-CANDIDATE-000150;MVDM-FIRST-CANDIDATE-000152;MVDM-FIRST-CANDIDATE-000157;MVDM-FIRST-CANDIDATE-000167;MVDM-FIRST-CANDIDATE-000173;MVDM-FIRST-CANDIDATE-000207;MVDM-FIRST-CANDIDATE-002474;MVDM-FIRST-CANDIDATE-002475;MVDM-FIRST-CANDIDATE-002476"	"8"	"dos/dem/demfcb.c:557;dos/dem/demfcb.c:699;dos/dem/demfile.c:271;dos/dem/demfile.c:641;dos/dem/demfile.c:818;dos/dem/demmisc.c:181;wow32/wkfileio.c:1475;wow32/wkfileio.c:1495;wow32/wkfileio.c:1641"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000124"	"CreateHatchBrush"	"1"	"MVDM-FIRST-CANDIDATE-002275"	"1"	"wow32/wgdi.c:612"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000125"	"CreateMenu"	"4"	"MVDM-FIRST-CANDIDATE-001618;MVDM-FIRST-CANDIDATE-001619;MVDM-FIRST-CANDIDATE-001620;MVDM-FIRST-CANDIDATE-002759"	"2"	"softpc.new/host/src/nt_hosts.c:313;softpc.new/host/src/nt_hosts.c:314;softpc.new/host/src/nt_hosts.c:315;wow32/wumenu.c:485"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000126"	"CreatePolygonRgn"	"1"	"MVDM-FIRST-CANDIDATE-002279"	"1"	"wow32/wgdi.c:851"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000127"	"CreatePolyPolygonRgn"	"1"	"MVDM-FIRST-CANDIDATE-002278"	"1"	"wow32/wgdi.c:826"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000128"	"CreatePopupMenu"	"1"	"MVDM-FIRST-CANDIDATE-002760"	"1"	"wow32/wumenu.c:514"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000129"	"CreateRectRgn"	"3"	"MVDM-FIRST-CANDIDATE-002280;MVDM-FIRST-CANDIDATE-002437;MVDM-FIRST-CANDIDATE-002438"	"3"	"wow32/wgdi.c:868;wow32/wgdi31.c:1060;wow32/wgdi31.c:1098"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000130"	"CreateRectRgnIndirect"	"1"	"MVDM-FIRST-CANDIDATE-002281"	"1"	"wow32/wgdi.c:889"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000131"	"CreateRemoteThread"	"2"	"MVDM-FIRST-CANDIDATE-002065;MVDM-FIRST-CANDIDATE-002070"	"2"	"vdmdbg/vdmdbg.c:1556;vdmdbg/vdmdbg.c:2237"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000132"	"CreateRoundRectRgn"	"1"	"MVDM-FIRST-CANDIDATE-002282"	"1"	"wow32/wgdi.c:905"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000133"	"CreateThread"	"18"	"MVDM-FIRST-CANDIDATE-000065;MVDM-FIRST-CANDIDATE-000094;MVDM-FIRST-CANDIDATE-000096;MVDM-FIRST-CANDIDATE-001340;MVDM-FIRST-CANDIDATE-001441;MVDM-FIRST-CANDIDATE-001483;MVDM-FIRST-CANDIDATE-001494;MVDM-FIRST-CANDIDATE-001733;MVDM-FIRST-CANDIDATE-001745;MVDM-FIRST-CANDIDATE-001749;MVDM-FIRST-CANDIDATE-002004;MVDM-FIRST-CANDIDATE-002029;MVDM-FIRST-CANDIDATE-002091;MVDM-FIRST-CANDIDATE-002103;MVDM-FIRST-CANDIDATE-002177;MVDM-FIRST-CANDIDATE-002541;MVDM-FIRST-CANDIDATE-002724;MVDM-FIRST-CANDIDATE-002735"	"18"	"dos/command/cmdexec.c:445;dos/command/cmdredir.c:383;dos/command/cmdredir.c:509;softpc.new/host/src/nt_com.c:600;softpc.new/host/src/nt_det.c:336;softpc.new/host/src/nt_error.c:574;softpc.new/host/src/nt_event.c:259;softpc.new/host/src/nt_rflop.c:1043;softpc.new/host/src/nt_thred.c:83;softpc.new/host/src/nt_timer.c:254;v86/scaffold/i386/softpc.c:428;vdd/samples/vsbd/vdd.c:1273;vdmredir/vrdlc5c.c:3789;vdmredir/vrdlcpst.c:3068;vdmredir/vrnmpipe.c:1428;wow32/wkman.c:2733;wow32/wucomm.c:882;wow32/wucomm.c:1921"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
