ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	softpc_file_disposition	ledger1_disposition	replacement_owner	final_disposition_evidence
"MVDM-HOST-ZERO-000450"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/bsf.c|229e244bdb8d904ee6e2e390c36a8f5c7bccef6aa8fb2bc832b7d91f723b1fd0|38"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/bsf.c"	"229e244bdb8d904ee6e2e390c36a8f5c7bccef6aa8fb2bc832b7d91f723b1fd0"	"38"	"BSF"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000451"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/bsr.c|d277ee7bc0ffddfaf980eefe097d8f1b9d201fcc79bfd3774fc342f50041eaed|38"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/bsr.c"	"d277ee7bc0ffddfaf980eefe097d8f1b9d201fcc79bfd3774fc342f50041eaed"	"38"	"BSR"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000452"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/bswap.c|d6e833e572222ce68fd989348de0bfd68030d0016a2a2d7379cf3473ad852f39|38"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/bswap.c"	"d6e833e572222ce68fd989348de0bfd68030d0016a2a2d7379cf3473ad852f39"	"38"	"BSWAP"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000453"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/bt.c|3bc8f44b7d00374e4749de45303450c59baea54435bf1773b6bc6205c6877541|39"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/bt.c"	"3bc8f44b7d00374e4749de45303450c59baea54435bf1773b6bc6205c6877541"	"39"	"BT"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000454"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/btc.c|b6a883564d9f0f426274376c88410698a129542ed0e2ea22a4942c11085def89|39"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/btc.c"	"b6a883564d9f0f426274376c88410698a129542ed0e2ea22a4942c11085def89"	"39"	"BTC"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000455"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/btr.c|b3a555c2e227f2e24200673a772c06b9d659b1210335e1ac90bb88eb53749393|39"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/btr.c"	"b3a555c2e227f2e24200673a772c06b9d659b1210335e1ac90bb88eb53749393"	"39"	"BTR"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000456"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/bts.c|4d14baba2ac83c0ecfee89d0ec4bafe6d6c713b6cd82bcb6c40b2373119236ba|39"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/bts.c"	"4d14baba2ac83c0ecfee89d0ec4bafe6d6c713b6cd82bcb6c40b2373119236ba"	"39"	"BTS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000457"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_addr.c|c60e097b1ccaf789c1b37098085e337118e765a357acd0950ce01c5a08ab129a|254"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_addr.c"	"c60e097b1ccaf789c1b37098085e337118e765a357acd0950ce01c5a08ab129a"	"254"	"address_add"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000458"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_addr.c|c60e097b1ccaf789c1b37098085e337118e765a357acd0950ce01c5a08ab129a|277"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_addr.c"	"c60e097b1ccaf789c1b37098085e337118e765a357acd0950ce01c5a08ab129a"	"277"	"d_mem"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000459"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_addr.c|c60e097b1ccaf789c1b37098085e337118e765a357acd0950ce01c5a08ab129a|500"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_addr.c"	"c60e097b1ccaf789c1b37098085e337118e765a357acd0950ce01c5a08ab129a"	"500"	"limit_check"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifndef	TAKE_REAL_MODE_LIMIT_FAULT | #endif	/* TAKE_REAL_MODE_LIMIT_FAULT */"	"structurally-valid-conditional-context-recorded"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000460"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|40"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"40"	"descriptor_super_type"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000461"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|79"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"79"	"do_multiple_shiftrot_of"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000462"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|128"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"128"	"c_getEFLAGS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef SPC486 | #endif /* SPC486 */"	"structurally-valid-conditional-context-recorded"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000463"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|147"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"147"	"getFLAGS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000464"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|164"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"164"	"read_descriptor_linear"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000465"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|236"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"236"	"selector_is_null"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000466"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|253"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"253"	"selector_outside_GDT"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000467"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|279"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"279"	"selector_outside_GDT_LDT"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifndef DONT_CLEAR_LDTR_ON_INVALID | #else | #endif /* DONT_CLEAR_LDTR_ON_INVALID */"	"structurally-valid-conditional-context-recorded"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000468"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|319"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"319"	"c_setEFLAGS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef SPC486 | #endif /* SPC486 */"	"structurally-valid-conditional-context-recorded"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000469"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_bsic.c|f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b|343"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_bsic.c"	"f02abb067552707b136e6fa87ac3dd8096a468d3da947699802fd9a1eda29a8b"	"343"	"setFLAGS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000470"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_debug.c|56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91|133"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_debug.c"	"56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91"	"133"	"len_to_addr"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000471"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_debug.c|56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91|180"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_debug.c"	"56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91"	"180"	"setup_inst_break"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000472"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_debug.c|56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91|202"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_debug.c"	"56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91"	"202"	"setup_data_break"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000473"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_debug.c|56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91|235"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_debug.c"	"56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91"	"235"	"check_for_data_exception"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000474"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_debug.c|56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91|322"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_debug.c"	"56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91"	"322"	"check_for_inst_exception"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000475"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_debug.c|56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91|353"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_debug.c"	"56cf805a5a78fe257f4337f94b55aec634f6d7d6139296993623fa08a0655e91"	"353"	"setup_breakpoints"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000476"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_div64.c|09876e41103bddd1397dbf36598e1b6766c1c39d8bb3181731e509e80fdd2278|40"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_div64.c"	"09876e41103bddd1397dbf36598e1b6766c1c39d8bb3181731e509e80fdd2278"	"40"	"div64"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000477"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_div64.c|09876e41103bddd1397dbf36598e1b6766c1c39d8bb3181731e509e80fdd2278|91"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_div64.c"	"09876e41103bddd1397dbf36598e1b6766c1c39d8bb3181731e509e80fdd2278"	"91"	"divu64"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000478"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_getset.c|02783213debc6b9a712adecf37941b4fea01c60c0cc86c0d3cdf526b1ff43374|61"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_getset.c"	"02783213debc6b9a712adecf37941b4fea01c60c0cc86c0d3cdf526b1ff43374"	"61"	"c_setCpuNpxRegisters"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-000479"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/ccpu386/c_getset.c|02783213debc6b9a712adecf37941b4fea01c60c0cc86c0d3cdf526b1ff43374|75"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/ccpu386/c_getset.c"	"02783213debc6b9a712adecf37941b4fea01c60c0cc86c0d3cdf526b1ff43374"	"75"	"c_checkCpuNpxRegisters"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
