resolution_id	one_ledger1_identity	caller_physical_identity	caller_source_path	caller_definition_line	caller_symbol	call_source_line	callee_spelling	original_definition_candidate_count	candidate_location_classes	source_definition_result	next_action	boundary
"MVDM-HOST-ONE1-RESOLUTION-000050"	"MVDM-HOST-ONE1-000096"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|208|look_for_far"	"bde/bdestack.c"	"208"	"look_for_far"	"370"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000051"	"MVDM-HOST-ONE1-000097"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|208|look_for_far"	"bde/bdestack.c"	"208"	"look_for_far"	"371"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000052"	"MVDM-HOST-ONE1-000098"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|208|look_for_far"	"bde/bdestack.c"	"208"	"look_for_far"	"376"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000053"	"MVDM-HOST-ONE1-000100"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|208|look_for_far"	"bde/bdestack.c"	"208"	"look_for_far"	"381"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000054"	"MVDM-HOST-ONE1-000101"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|208|look_for_far"	"bde/bdestack.c"	"208"	"look_for_far"	"382"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000055"	"MVDM-HOST-ONE1-000103"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|208|look_for_far"	"bde/bdestack.c"	"208"	"look_for_far"	"387"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000056"	"MVDM-HOST-ONE1-000104"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|208|look_for_far"	"bde/bdestack.c"	"208"	"look_for_far"	"388"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000057"	"MVDM-HOST-ONE1-000106"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|208|look_for_far"	"bde/bdestack.c"	"208"	"look_for_far"	"392"	"wsprintf"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000058"	"MVDM-HOST-ONE1-000107"	"O:\repos.external\OpenNT\base\mvdm|bde/bdestack.c|d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c|476|stack_trace"	"bde/bdestack.c"	"476"	"stack_trace"	"521"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000059"	"MVDM-HOST-ONE1-000118"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|6|read_name"	"bde/bdesym.c"	"6"	"read_name"	"13"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000060"	"MVDM-HOST-ONE1-000119"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|6|read_name"	"bde/bdesym.c"	"6"	"read_name"	"19"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000061"	"MVDM-HOST-ONE1-000120"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"67"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000062"	"MVDM-HOST-ONE1-000121"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"68"	"OpenFile"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000063"	"MVDM-HOST-ONE1-000122"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"71"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000064"	"MVDM-HOST-ONE1-000123"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"72"	"strcat"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000065"	"MVDM-HOST-ONE1-000124"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"74"	"OpenFile"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000066"	"MVDM-HOST-ONE1-000125"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"77"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000067"	"MVDM-HOST-ONE1-000126"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"78"	"strcat"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000068"	"MVDM-HOST-ONE1-000127"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"80"	"OpenFile"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000069"	"MVDM-HOST-ONE1-000128"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"87"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000070"	"MVDM-HOST-ONE1-000129"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"96"	"_llseek"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000071"	"MVDM-HOST-ONE1-000130"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"101"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000072"	"MVDM-HOST-ONE1-000131"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"110"	"_llseek"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000073"	"MVDM-HOST-ONE1-000132"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"115"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000074"	"MVDM-HOST-ONE1-000133"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"173"	"_lclose"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000075"	"MVDM-HOST-ONE1-000134"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"184"	"_llseek"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000076"	"MVDM-HOST-ONE1-000135"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"189"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000077"	"MVDM-HOST-ONE1-000136"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"199"	"wsprintf"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000078"	"MVDM-HOST-ONE1-000137"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"206"	"_llseek"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000079"	"MVDM-HOST-ONE1-000138"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"211"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-000080"	"MVDM-HOST-ONE1-000139"	"O:\repos.external\OpenNT\base\mvdm|bde/bdesym.c|c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096|29|FindExport"	"bde/bdesym.c"	"29"	"FindExport"	"221"	"wsprintf"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
